building_id,zip,energy_star_score,property_type,floor_area_building_SF,floor_area_parking_SF,year_built,total_ghg_emission_MTCO2e,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,water_use_KGAL,total_site_energy_KBTU,log_total_site_energy_KBTU,APN,ANUMBER,ST_NAME,ST_TYPE,ST_POST_DIR,PLAT,PROPERTY_TYPE,MULTIPLE_USES,TAX_EXEMPT,PARCEL_AREA_SQFT,NEIGHBORHOOD,COMMUNITY,WARD,ZONING,LANDUSE,LANDVALUE,BUILDINGVALUE,TOTALVALUE,EXEMPTSTATUS,HOMESTEAD,BUILDINGUSE,YEARBUILT,ABOVEGROUNDAREA,NUM_STORIES,GARAGE_PRESENT,PRIMARYHEATING,CONSTRUCTIONTYPE,EXTERIORTYPE,ROOF,FIREPLACES,BATHROOMS,BEDROOMS,ESRI_OID
275,55403,0,Other - Services,171200,0,1980,1401,81,87,136,142,2729,13867200,16.4450369,1.70E+12,120,6TH,St,W,748,Commercial,No,Yes,58840,DOWNTOWN WEST,CENTRAL,3,B4S-2,"INSTITUTIONS:SCHL,COLLEGE",8082600,2764100,8825000,NA,Not Homesteaded,Vehicle/Equip Rep. Maint.,2003,70521,6,Yes,Steam,Reinforced Concrete,Concrete,Flat,NA,0,0,5385
276,55454,0,Other,42581,0,2010,320,56,60,121,125,549,2384536,14.68451511,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
277,55415,0,Parking,105000,105000,1997,358,24,26,54,58,0,2520000,14.73976946,2.70E+12,122,Marquette,Ave,,2610,Commercial,No,Yes,28600,LORING PARK,CALHOUN-ISLE,7,B4N,"INSTITUTIONS:SCHL,COLLEGE",1264000,2028600,2463400,NA,Not Homesteaded,Parking Garage/Ramp,1959,200500,3,Yes,Steam,Concrete,Brick,Flat,NA,0,0,63945
278,55403,0,Fire Station,27160,0,1980,211,72,76,130,134,274,1955520,14.4861667,2.70E+12,121,16TH,St,N,11200,Vacant Land - Commercial,No,Yes,73875,LORING PARK,CENTRAL,7,OR3,VACANT LAND,2364000,2028600,2364000,Tax Exempt,Not Homesteaded,,1900,28905,3,,,,,,NA,0,0,133295
279,55401,0,Parking,350000,350000,1974,538,12,13,25,26,184,4200000,15.25059508,2.20E+12,1101,Buchanan,Ave,N,7247,Commercial,No,No,421775,DOWNTOWN WEST,CENTRAL,3,B4S-1,GARAGE OR MISC RESID STRUCTURES,4300100,4275000,15080000,NA,Not Homesteaded,Parking Garage/Ramp,1977,93692,6,Yes,Unit Heaters,Reinforced Concrete,Other,Flat,NA,0,0,164024
280,55415,0,Parking,260000,260000,1993,1051,30,32,63,65,397,7800000,15.86963429,2.30E+12,600,Nicollet,St,SE,8760,Industrial,No,No,308190,DOWNTOWN WEST,CENTRAL,3,B4-1,GARAGE OR MISC RESID STRUCTURES,8045200,6183100,18700000,NA,Not Homesteaded,Parking Garage/Ramp,1990,251195,12,Yes,Unit Heaters,Reinforced Concrete,Other,Flat,NA,0,0,56422
281,55412,0,Office,41326,0,1960,639,154,161,262,265,340,6364204,15.66619972,2.80E+12,1450,15TH,Ave,S,17090,Commercial,No,No,72427,LOWRY HILL,POWDERHORN,9,R4,OFFICE STRUCTURE,1347800,5042800,8074000,NA,Not Homesteaded,Office,1969,16120,2,Yes,Hot Water,Concrete,Brick,Flat,NA,0,0,121209
282,55403,0,Parking,175000,175000,2003,424,14,14,38,39,620,2450000,14.71159858,2.70E+12,25,11TH,St,S,8065,Commercial,No,Yes,29602,DOWNTOWN WEST,CENTRAL,7,B4N,GARAGE OR MISC RESID STRUCTURES,2368200,9411800,11780000,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,2003,207000,6,Yes,District Heat,Reinforced Concrete,Brick,Flat,0,0,0,9087
283,55419,0,"Repair Services (Vehicle, Shoe, etc.)",53364,0,1959,339,65,70,108,114,922,3468660,15.05927891,2.20E+12,6036,Harriet,Ave,,21370,Industrial,No,Yes,191144,WINDOM,SOUTHWEST,11,I1,"IND WAREHOUSE, FACTORY OR WORKSHOP",1242400,3880100,5122500,Tax Exempt,Not Homesteaded,Warehouse,1958,59353,1,Yes,Steam,Concrete,Concrete,Flat,0,0,0,99098
284,55403,0,Parking,630000,630000,1999,1600,21,22,42,42,416,13230000,16.39799754,1.70E+12,3100,34TH,St,N,9860,Commercial,Yes,No,120900,VICTORY,CENTRAL,3,C2,GARAGE OR MISC RESID STRUCTURES,10541700,2904300,10758900,NA,Not Homesteaded,Parking Garage/Ramp,1999,55140,0,Yes,Unit Heaters,Brick & Mill,Concrete,Flat,NA,0,0,135677
285,55404,0,"Repair Services (Vehicle, Shoe, etc.)",62192,0,2010,789,72,75,197,202,87,4477824,15.31464777,3.60E+12,1901,26TH,St,E,14130,Industrial,No,Yes,385506,EAST PHILLIPS,PHILLIPS,9,I2,"IND WAREHOUSE, FACTORY OR WORKSHOP",2313000,5801500,8114500,Tax Exempt,Not Homesteaded,Warehouse,1914,75004,2,Yes,Hot Water,Concrete,Concrete,Flat,0,0,0,52714
286,55403,0,Parking,4.00E+05,4.00E+05,1992,852,10,11,33,33,0,4.00E+06,15.20180492,1.70E+12,414,Godward,Ave,N,10360,Commercial,No,No,80814,DOWNTOWN WEST,CENTRAL,3,B4S-1,GARAGE OR MISC RESID STRUCTURES,2950600,9469200,9850500,NA,Not Homesteaded,Parking Garage/Ramp,1990,251195,4,Yes,District Heat,Concrete,N/A,Flat,NA,0,0,13203
287,55403,0,Parking,7.00E+05,7.00E+05,1991,855,12,12,20,21,569,8400000,15.94374226,2.70E+12,100,Lasalle,Ave,S,10840,Commercial,Yes,No,96500,DOWNTOWN WEST,CENTRAL,7,B4S-2,GARAGE OR MISC RESID STRUCTURES,6393800,6497200,14290000,NA,Not Homesteaded,Parking Garage/Ramp,1990,68551,13,Yes,N/A,Reinforced Concrete,N/A,Flat,NA,0,0,150947
288,55403,0,Parking,120000,120000,2005,159,7,7,20,21,41,840000,13.64115717,2.70E+12,511,9TH,Ave,,2610,Commercial,No,No,53389,DOWNTOWN WEST,CENTRAL,7,B4-1,"INSTITUTIONS:SCHL,COLLEGE",10239000,8228900,17130000,NA,Not Homesteaded,Parking Garage/Ramp,1998,43560,12,Yes,Forced Air,Reinforced Concrete,Concrete,Flat,NA,0,0,105862
289,55403,0,Convention Center,1500000,0,1989,15339,84,86,162,164,29898,1.26E+08,18.65179246,2.70E+12,1301,2ND,Ave,S,10550,Commercial,No,No,738709,LORING PARK,CENTRAL,7,B4S-1,"INSTITUTIONS:SCHL,COLLEGE",46220000,116332496,162552496,Not Tax Exempt,Not Homesteaded,Convention Center,1991,511896,1,Yes,Steam,Reinforced Concrete,Concrete,Curved,0,0,0,84815
290,55403,0,Parking,239000,239000,1976,560,21,23,39,41,97,5019000,15.42874127,2.70E+12,1111,Marquette,Ave,,10840,Commercial,No,No,65175,DOWNTOWN WEST,CENTRAL,7,B4S-2,GARAGE OR MISC RESID STRUCTURES,8266900,6183100,14450000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1975,83712,7,Yes,Electric,Reinforced Concrete,Brick,Flat,0,0,0,143849
291,55403,0,Parking,148000,148000,1989,175,6,6,18,19,48,888000,13.69672702,2.70E+12,1111,Marquette,Ave,,10840,Commercial,No,No,65175,DOWNTOWN WEST,CENTRAL,7,B4S-2,GARAGE OR MISC RESID STRUCTURES,8266900,6183100,14450000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1975,83712,7,Yes,Electric,Reinforced Concrete,Brick,Flat,0,0,0,143849
292,55403,0,Parking,319000,319000,1989,827,19,20,42,43,912,6061000,15.61738536,2.70E+12,117,12TH,St,S,10840,Commercial,No,Yes,80814,LORING PARK,CENTRAL,7,B4S-1,GARAGE OR MISC RESID STRUCTURES,6061100,8228900,14290000,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1989,225000,1,Yes,N/A,Reinforced Concrete,N/A,Flat,0,0,0,10506
293,55406,0,Police Station,33761,0,2005,472,100,103,224,226,497,3376100,15.03223176,1.03E+11,3000,Minnehaha,Ave,,8564,Commercial,No,Yes,36214,LONGFELLOW,LONGFELLOW,9,C3A,OFFICE STRUCTURE,543200,9575300,10118500,Tax Exempt,Not Homesteaded,Police/Fire Facility,1985,40406,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,3156
294,55411,0,Police Station,25319,0,1988,349,106,112,223,227,462,2683814,14.80274948,2.10E+12,1925,Plymouth,Ave,,7670,Commercial,No,Yes,63868,NEAR NORTH,NEAR NORTH,5,C1,OFFICE STRUCTURE,383200,2034800,2418000,Tax Exempt,Not Homesteaded,Police/Fire Facility,1988,20116,2,Yes,Forced Air,Concrete,Stucco,Flat,0,0,0,70337
295,55401,55,Office,93010,0,1957,1316,127,137,233,243,1457,11812270,16.28464938,1.70E+12,2501,1ST,St,,7980,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,5,I2,SINGLE-FAMILY ATTACHED DWELLING,25700,870000,123000,NA,Not Homesteaded,Condominium Unit,1968,639,3,Yes,Steam,Concrete,Concrete,Flat,NA,0,0,3654
296,55403,0,Parking,250000,250000,2005,503,10,10,31,32,0,2500000,14.73180129,2.30E+12,212,9TH,Ave,S,8154,Commercial,No,Yes,24811,DOWNTOWN EAST,CENTRAL,3,C3A,"INSTITUTIONS:SCHL,COLLEGE",2042100,5246400,7288500,Tax Exempt,Not Homesteaded,Theater,2005,21628,5,Yes,N/A,Reinforced Concrete,Other,Flat,0,0,0,76130
297,55405,0,"Repair Services (Vehicle, Shoe, etc.)",71029,0,1998,509,86,97,130,142,857,6108494,15.62519082,2.20E+12,661,5TH,Ave,N,8200,Commercial,No,Yes,244927,NORTHLOOP,CENTRAL,5,I2,VEHICLE RELATED USE,8082600,5102400,13185000,Tax Exempt,Not Homesteaded,Vehicle/Equip Rep. Maint.,1998,64028,1,Yes,Forced Air,Concrete,Other,Flat,0,0,0,91215
298,55403,0,Parking,450000,450000,1993,1836,30,31,66,67,508,13500000,16.41820024,2.20E+12,318,2ND,Ave,N,10360,Commercial,No,Yes,183799,DOWNTOWN WEST,CENTRAL,3,B4S-1,GARAGE OR MISC RESID STRUCTURES,18196100,1000,18197100,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1992,456003,5,Yes,N/A,Reinforced Concrete,N/A,Flat,0,0,0,48127
299,55403,0,Parking,618000,618000,1989,1576,18,19,41,42,434,11124000,16.22461549,2.20E+12,516,2ND,Ave,N,9860,Commercial,No,Yes,130472,DOWNTOWN WEST,CENTRAL,3,B4S-1,GARAGE OR MISC RESID STRUCTURES,15656600,4013400,19670000,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1989,568496,7,Yes,Unit Heaters,Reinforced Concrete,Other,Flat,0,0,0,127789
300,55403,0,Parking,1650000,1650000,1991,2836,10,10,27,27,582,16500000,16.61887094,2.20E+12,702,Wayzata,Ave,N,2977,Commercial,No,No,519218,DOWNTOWN WEST,CENTRAL,3,B4S-2,GARAGE OR MISC RESID STRUCTURES,46220000,12061100,25191000,NA,Not Homesteaded,Parking Garage/Ramp,1989,511896,7,Yes,N/A,Reinforced Concrete,Other,Flat,NA,0,0,150947
301,55405,0,Other - Public Services,61416,0,1962,424,61,66,114,120,588,3746376,15.13629953,2.20E+12,300,Border,Ave,,10490,Commercial,No,Yes,107979,NORTHLOOP,CENTRAL,5,I2,VEHICLE RELATED USE,2807500,3993500,6801000,Tax Exempt,Not Homesteaded,Vehicle/Equip Rep. Maint.,1962,33852,1,Yes,Steam,Concrete,Concrete,Flat,0,0,0,8985
302,55403,0,Parking,115000,115000,2004,488,27,28,67,68,4446,3105000,14.94852427,2.80E+12,727,Vineland,Pl,,10210,Commercial,No,Yes,120900,LOWRY HILL,CALHOUN-ISLE,7,OR2,"INSTITUTIONS:SCHL,COLLEGE",4836000,22361500,27197500,Tax Exempt,Not Homesteaded,Museum and Art Inst.,2003,140500,0,Yes,N/A,Concrete,N/A,Flat,0,0,0,92060
303,55403,0,Drinking Water Treatment & Distribution,650000,0,1930,30269,313,327,740,750,0,203450000,19.13093083,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
304,55410,0,Fitness Center/Health Club/Gym,7097,0,1978,63,93,100,152,159,0,660021,13.40002693,2.00E+12,2500,57TH,St,W,21210,Commercial,No,Yes,801836,ARMATAGE,SOUTHWEST,13,R1,"INSTITUTIONS:SCHL,COLLEGE",20045900,3.00E+05,20345900,Tax Exempt,Not Homesteaded,Park Rec. Center,1979,102957,2,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,89850
305,55418,0,Other - Entertainment/Public Assembly,6177,0,1978,57,90,99,156,165,0,555930,13.22839767,1.20E+12,1320,29TH,Ave,NE,1560,Commercial,No,Yes,248780,AUDUBON PARK,NORTHEAST,1,R1A,SPORT OR RECREATION FACILITY,1190600,675900,1866500,Tax Exempt,Not Homesteaded,Park Rec. Center,1980,7217,1,Yes,N/A,Concrete,Brick,Flat,0,0,0,93636
306,55418,0,Fitness Center/Health Club/Gym,13760,0,2001,117,87,97,144,155,0,1197120,13.99542923,1.10E+12,2000,2ND,St,NE,670,Commercial,No,Yes,293212,BOTTINEAU,NORTHEAST,3,R2B,SPORT OR RECREATION FACILITY,976500,1220000,2196500,Tax Exempt,Not Homesteaded,Park Shelter,2001,13695,1,Yes,Hot Water,Concrete,Brick,Curved,0,0,0,125724
307,55406,0,Other - Entertainment/Public Assembly,5314,0,1999,37,50,53,111,116,0,265700,12.49012313,3.10E+12,2728,39TH,Ave,S,18840,Commercial,No,Yes,438510,LONGFELLOW,LONGFELLOW,2,R1A,SPORT OR RECREATION FACILITY,2631100,664400,3295500,Tax Exempt,Not Homesteaded,Park Rec. Center,1999,5300,1,Yes,N/A,Wood Frame,Wood,Flat,0,0,0,106914
308,55408,0,Other - Entertainment/Public Assembly,6300,0,1970,53,65,68,137,141,0,409500,12.92269218,3.30E+12,727,Blaisdell,Ave,,8200,Commercial,No,Yes,28218,BRYN MAWR,CENTRAL,7,C2,"INSTITUTIONS:SCHL,COLLEGE",1139200,4357700,8778000,NA,Not Homesteaded,Park Shelter,1971,28905,2.5,Yes,Forced Air,Concrete,Stone,Flat,NA,0,0,70337
309,55407,0,Other - Entertainment/Public Assembly,5855,0,1977,64,109,118,186,196,0,638195,13.36639916,1.03E+11,3332,20TH,Ave,S,15510,Commercial,No,Yes,115270,CORCORAN,POWDERHORN,9,R2B,SPORT OR RECREATION FACILITY,1383200,1000,1384200,Tax Exempt,Not Homesteaded,Park Rec. Center,1979,6040,1,Yes,Forced Air,Concrete,Brick,Gable,0,0,0,92328
310,55430,0,Other - Entertainment/Public Assembly,6068,0,1976,42,70,77,117,126,0,424760,12.95927958,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
311,55404,0,Other - Entertainment/Public Assembly,14564,9000,2010,126,81,87,145,149,0,1179684,13.98075716,2.60E+12,720,Marquette,St,S,7247,Commercial,No,Yes,107979,DOWNTOWN WEST,CENTRAL,6,B4S-2,SPORT OR RECREATION FACILITY,2807500,1000,3605400,NA,Not Homesteaded,Park Rec. Center,2009,13695,2,Yes,N/A,Concrete,Stone,Curved,NA,0,0,128159
312,55404,0,Other - Entertainment/Public Assembly,7215,0,1961,65,83,89,150,155,0,598845,13.30275808,2.10E+12,3900,Stevens,Ave,S,21717,Commercial,No,Yes,351775,ECCO,SOUTHWEST,12,R1A,"INSTITUTIONS:SCHL,COLLEGE",1950400,13122000,19359000,NA,Not Homesteaded,Park Shelter,1971,70426,2.5,Yes,Forced Air,Concrete,Metal/Vinyl,Flat,NA,0,0,165894
313,55411,0,Other - Entertainment/Public Assembly,18688,0,1976,207,87,95,180,188,0,1625856,14.301545,1.00E+12,621,29TH,Ave,N,12178,Commercial,No,Yes,907355,HAWTHORNE,NEAR NORTH,5,R2B,SPORT OR RECREATION FACILITY,3175700,870000,4045700,Tax Exempt,Not Homesteaded,Park Rec. Center,1978,13324,1,Yes,Hot Water,Concrete,Brick,Gable,0,0,0,3131
314,55412,0,Other - Entertainment/Public Assembly,13370,0,2001,151,69,72,177,180,0,922530,13.73487517,5.03E+11,5937,Diamond Lake,Ave,S,22410,Commercial,No,Yes,248780,TANGLETOWN,SOUTHWEST,13,R1,SPORT OR RECREATION FACILITY,2313000,4647800,5653000,NA,Not Homesteaded,,2010,58683,3,Yes,Unit Heaters,Concrete,Concrete,Mansard,NA,0,0,135001
315,55419,0,Other - Entertainment/Public Assembly,6357,0,1976,51,78,83,135,140,0,495846,13.11402067,1.11E+12,2117,2ND,Ave,S,23310,Commercial,Yes,No,24811,WINDOM,UNIVERSITY,1,R1A,SPORT OR RECREATION FACILITY,927900,11211500,10226500,NA,Not Homesteaded,Park Rec. Center,1973,111465,2.5,Yes,Forced Air,Concrete,Concrete,Flat,NA,0,0,44118
316,55406,0,Other - Entertainment/Public Assembly,6613,0,1978,72,100,107,182,190,0,661300,13.40196287,3.30E+12,2536,29TH,Rd,W,6083,Commercial,Yes,Yes,1118400,LONGFELLOW,CENTRAL,7,I1,SPORT OR RECREATION FACILITY,46220000,4013400,85569500,NA,Not Homesteaded,Comm. Recreational,1988,4176,9,Yes,Forced Air,Reinforced Concrete,Brick,Flat,NA,0,0,108632
317,55403,0,Other - Entertainment/Public Assembly,6314,0,1972,79,127,137,213,224,0,801878,13.59471176,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
318,55419,0,Other - Entertainment/Public Assembly,2456,0,1962,50,184,196,336,350,0,451904,13.02122505,1.21E+12,700,Park,St,,16390,Commercial,No,Yes,59968,KENNY,CENTRAL,3,R2B,"INSTITUTIONS:SCHL,COLLEGE",1460100,6256200,6020000,NA,Not Homesteaded,Park Rec. Center,1971,55237,4,Yes,N/A,Reinforced Concrete,Other,Flat,NA,0,0,163378
319,55405,0,Other - Entertainment/Public Assembly,5956,0,1983,46,72,79,128,135,0,428832,12.96882051,3.30E+12,812,Grand,Ave,N,10210,Commercial,No,Yes,72427,PROSPECT PK/E RIVER RD,CENTRAL,7,OR2,"INSTITUTIONS:SCHL,COLLEGE",3472600,18424500,23687000,NA,Not Homesteaded,Park Rec. Center,1983,54750,3,Yes,N/A,Concrete,Concrete,Flat,NA,0,0,10264
320,55406,0,Other - Entertainment/Public Assembly,3970,0,1977,66,122,129,266,278,0,484340,13.09054242,3.50E+12,2810,Park,Ave,E,14130,Commercial,No,Yes,90287,WHITTIER,POWDERHORN,10,OR3,VACANT LAND,1568600,5922400,5122500,NA,Not Homesteaded,Park Shelter,1988,66258,3,Yes,N/A,Concrete,,Gable,NA,0,0,121209
321,"Minneapolis, MN",0,Other - Entertainment/Public Assembly,13769,0,1975,81,66,72,102,108,0,908754,13.71982971,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
322,55410,0,Other - Entertainment/Public Assembly,7930,0,1972,94,116,125,199,209,0,919880,13.73199851,2.50E+12,101,40TH,Ave,S,9700,Commercial,No,Yes,35670,FULTON,UNIVERSITY,2,OR3,"INSTITUTIONS:SCHL,COLLEGE",1555100,2432400,2933500,NA,Not Homesteaded,Park Shelter,1968,35576,3,Yes,Hot Water,Concrete,Brick,Curved,NA,0,0,125724
323,55413,0,Other - Entertainment/Public Assembly,14294,0,1971,144,90,99,167,178,0,1286460,14.06740482,2.20E+12,2500,James,St,W,18500,Commercial,No,Yes,106370,BOTTINEAU,POWDERHORN,10,R1,"INSTITUTIONS:SCHL,COLLEGE",1254100,6574600,7500000,NA,Not Homesteaded,Park Shelter,1963,75004,2.5,Yes,Hot Water,Steel Frame,Stone,Gable,NA,0,0,16155
324,55406,0,Other - Entertainment/Public Assembly,16396,0,1962,127,61,65,126,132,0,1000156,13.81566655,6.03E+11,3435,36TH,Ave,S,19910,Commercial,No,Yes,351775,HOWE,LONGFELLOW,12,R1A,SPORT OR RECREATION FACILITY,2462400,1000,2463400,Tax Exempt,Not Homesteaded,Park Rec. Center,1963,14772,1,Yes,Hot Water,Concrete,Brick,Mansard,0,0,0,122222
325,55403,0,Other - Entertainment/Public Assembly,5164,0,1906,96,138,144,300,307,0,712632,13.47672044,2.70E+12,1382,Willow,St,,10195,Commercial,No,Yes,1614500,LORING PARK,CENTRAL,7,OR2,SPORT OR RECREATION FACILITY,85568500,1000,85569500,Tax Exempt,Not Homesteaded,Park Shelter,1900,4176,1,Yes,Hot Water,Wood Frame,Stone,Gable,0,0,0,6828
326,55414,0,Other - Entertainment/Public Assembly,15400,0,1969,205,122,130,221,230,0,1878800,14.44614383,2.20E+12,405,Marquette,St,W,7980,Commercial,No,No,45495,DOWNTOWN WEST,CENTRAL,3,C3A,SPORT OR RECREATION FACILITY,2034100,11211500,10526000,NA,Not Homesteaded,Park Shelter,1971,66258,2,Yes,Forced Air,Concrete,Other,Hip,NA,0,0,56652
327,55409,0,Other - Entertainment/Public Assembly,2785,0,1977,42,139,150,250,263,0,387115,12.86647709,9.03E+11,3900,Bryant,Ave,S,94066,Commercial,No,Yes,752237,EAST HARRIET,SOUTHWEST,10,R1A,SPORT OR RECREATION FACILITY,7289200,4275000,11564200,Tax Exempt,Not Homesteaded,Park Shelter,1988,58683,2.5,Yes,Unit Heaters,Concrete,Concrete,Flat,0,0,0,12935
328,55419,0,Other - Entertainment/Public Assembly,15446,0,1971,117,68,73,125,132,0,1050328,13.86461305,6.03E+11,3524,Hennepin,Ave,,21210,Commercial,No,Yes,122539,WINDOM,SOUTHWEST,5,R1,SPORT OR RECREATION FACILITY,927900,84300,2828500,NA,Not Homesteaded,Park Rec. Center,1971,6240,1,Yes,Forced Air,Brick & Mill,Brick,Hip,NA,0,0,43659
329,55406,0,Other - Entertainment/Public Assembly,7846,0,1968,121,118,127,250,264,0,925828,13.73844375,3.60E+12,2318,29TH,Ave,S,20170,Vacant Land - Commercial,No,Yes,430672,SEWARD,LONGFELLOW,2,R2B,VACANT LAND,5168100,3465300,5168100,Tax Exempt,Not Homesteaded,,1971,35517,3,,,,,,NA,0,0,136894
330,55407,0,Other - Entertainment/Public Assembly,7839,0,1955,84,107,116,181,192,0,838773,13.63969539,1.80E+12,600,Industrial,Ave,NE,3220,Commercial,No,Yes,1118400,CORCORAN,LONGFELLOW,11,R1A,SPORT OR RECREATION FACILITY,8526000,12345000,24900000,NA,Not Homesteaded,,1969,69012,1,Yes,Steam,Wood Frame,Concrete,Mansard,NA,0,0,1438
331,"Minneapolis, MN",0,Other - Entertainment/Public Assembly,4593,0,1956,37,73,77,133,136,0,335289,12.72274813,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
332,55411,0,Office,75327,0,2001,688,54,56,143,145,0,4067658,15.21857796,1.50E+12,2117,River,Rd,W,7665,Commercial,No,No,167808,HAWTHORNE,NEAR NORTH,5,I1,OFFICE STRUCTURE,1174700,5934300,7109000,Not Tax Exempt,Not Homesteaded,Office,1971,73303,2,Yes,Forced Air,Concrete,Concrete,Flat,0,0,0,56652
333,55411,0,Other - Entertainment/Public Assembly,13810,0,1972,165,98,105,196,204,0,1353380,14.11811573,1.60E+12,1801,James,Ave,N,7645,Commercial,No,Yes,1118400,WILLARD-HAY,NEAR NORTH,5,R1A,SPORT OR RECREATION FACILITY,6710400,2000,6712400,Tax Exempt,Not Homesteaded,Park Rec. Center,1974,6400,1,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,76821
334,55411,0,Ice/Curling Rink,32772,0,1996,461,132,140,235,244,0,4325904,15.28013169,1.40E+12,1306,Central,Ave,NE,1960,Commercial,No,Yes,79134,LOGAN PARK,NORTHEAST,1,I1,SPORT OR RECREATION FACILITY,474800,4667700,5142500,Tax Exempt,Not Homesteaded,Comm. Recreational,1997,35517,1,Yes,Forced Air,Concrete,Concrete,Flat,0,0,0,58658
336,55408,0,Other - Entertainment/Public Assembly,5787,0,1976,55,103,111,164,172,0,596061,13.29809829,3.03E+11,620,34TH,St,W,94084,Commercial,No,Yes,130815,LYNDALE,POWDERHORN,8,R2B,SPORT OR RECREATION FACILITY,3270400,335000,3605400,Tax Exempt,Not Homesteaded,Park Rec. Center,1978,5660,1,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,140470
337,55403,0,Ice/Curling Rink,40195,0,1988,1365,235,239,542,546,0,9445825,16.0610834,1.03E+11,1101,Kenwood,Ave,,8943,Commercial,No,Yes,559820,DOWNTOWN WEST,CENTRAL,3,B4S-2,"INSTITUTIONS:SCHL,COLLEGE",28557000,24045600,26406500,NA,Not Homesteaded,Comm. Recreational,1984,4176,6,Yes,Steam,Reinforced Concrete,Brick,Flat,NA,0,0,105862
338,55403,0,Ice/Curling Rink,34351,0,1988,449,192,203,241,255,0,6595392,15.70188178,2.80E+12,600,Kenwood,Pkwy,,9690,Commercial,No,Yes,180000,LOWRY HILL,CALHOUN-ISLE,7,R2,SPORT OR RECREATION FACILITY,2880000,5659000,8539000,Tax Exempt,Not Homesteaded,Park Shelter,1974,34034,1,Yes,Forced Air,Reinforced Concrete,Brick,Flat,0,0,0,18561
339,55419,0,Other - Entertainment/Public Assembly,11934,0,1967,129,83,89,175,181,0,990522,13.80598736,1.50E+12,414,Diamond Lake,Rd,E,21210,Commercial,No,Yes,1536850,PAGE,NOKOMIS,11,R1,SPORT OR RECREATION FACILITY,10757900,1000,10758900,Tax Exempt,Not Homesteaded,Park Rec. Center,1968,11934,1,Yes,Hot Water,Concrete,Brick,Hip,0,0,0,1438
340,55404,0,Other - Entertainment/Public Assembly,1865,0,1992,57,191,197,481,488,0,356215,12.78328976,3.30E+12,812,26TH,St,,13340,Commercial,No,Yes,366148,KENWOOD,CALHOUN-ISLE,7,I1,SPORT OR RECREATION FACILITY,7014000,2644900,8170000,NA,Not Homesteaded,Park Rec. Center,1997,20116,2,Yes,N/A,Concrete,Brick,Flat,NA,0,0,63610
341,55410,0,Other - Entertainment/Public Assembly,7287,0,1975,60,71,75,135,139,0,517377,13.15652709,1.70E+12,3523,48TH,St,W,24300,Commercial,No,Yes,27513,FULTON,SOUTHWEST,13,R1,SPORT OR RECREATION FACILITY,963000,1000,964000,Tax Exempt,Not Homesteaded,Park Rec. Center,1977,1,1,Yes,N/A,Concrete,Brick,Gable,0,0,0,84606
