Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,252319,Lakeside Terrace (7425 S. Shore Dr.),7425 S. Shore Dr.,60649,SOUTH SHORE,Multifamily Housing,55352,1926,1,1,667725,9998985.6,,,,192.7,227.6,215,251,654.2,11.8,41.76149298,-87.55802925,"(41.76149298, -87.55802925)"
2016,252317,4423 N Sheridan,4423 N. Sheridan Rd,60640,UPTOWN,Multifamily Housing,92940,1927,1,91,1451280.6,6301919.3,,,,83.4,120.2,90.2,125.8,602.2,6.5,41.96260451,-87.65471079,"(41.96260451, -87.65471079)"
2016,252315,6151 N Winthrop,6151 N Winthrop Ave,60660,EDGEWATER,Multifamily Housing,86520,1925,1,87,1295186.3,5394706.6,,,,77.3,112.5,82,117.4,525.3,6.1,41.99380217,-87.6582034,"(41.99380217, -87.6582034)"
2016,252313,Salvation Army - Divisional Headquarters (DHQ),5040 N. Pulaski Road,60641,NORTH PARK,Office,75852,1923,1,,2795272.1,5977048.1,,,,115.7,198.5,123,203.2,832.7,11,41.97209514,-87.75760245,"(41.97209514, -87.75760245)"
2016,252312,TRC Senior Village1,346 East 53rd Street,60615,WASHINGTON PARK,Senior Care Community,68912,2010,1,84,1466922.5,3766087.4,,,,75.9,124.2,80.4,126.2,470.4,6.8,41.79844701,-87.61785394,"(41.79844701, -87.61785394)"
2016,252311,Frances Larry Apts,824-32 E 53rd St,60615,HYDE PARK,Multifamily Housing,61200,1930,1,77,522083.8,3864634.1,,,,71.7,93.1,71.7,93.1,301.5,4.9,41.80224322,-87.60352482,"(41.80224322, -87.60352482)"
2016,252310,917 W Eastwood,917 W. Eastwood Ave,60640,UPTOWN,Multifamily Housing,75600,1926,1,92,1027010,5021340.2,,,,80,112.4,87.3,120,456,6,41.96636349,-87.65328024,"(41.96636349, -87.65328024)"
2016,252309,Nathalie Salmon House,7320 N Sheridan Rd,60626,ROGERS PARK,Multifamily Housing,51000,1994,1,83,1088335.9,2038098.1,,,,61.3,109,63.7,109.8,308.9,6.1,42.01453833,-87.66446285,"(42.01453833, -87.66446285)"
2016,252302,Eastwood Garden Limited Partnership,6531 S. Lowe Ave.,60621,ENGLEWOOD,Multifamily Housing,206820,1973,1,76,4608206.3,12696647.1,,,,83.7,134.4,89.7,140.7,1523.8,7.4,41.77524146,-87.64070427,"(41.77524146, -87.64070427)"
2016,252301,1934 N. Washtenaw CA,1934 N. Washtenaw Avenue,60647,LOGAN SQUARE,Multifamily Housing,84012,2001,1,91,1865964.8,2440443.7,,,,51.3,100.2,53.6,101.4,473.6,5.6,41.91657013,-87.69476694,"(41.91657013, -87.69476694)"
2016,252299,Reside on Roscoe,532 West Roscoe Street,60657,LAKE VIEW,Multifamily Housing,54370,1971,1,90,986296.6,2627700.1,,,,66.5,107.7,71.8,113.3,321.4,5.9,41.94332422,-87.64331894,"(41.94332422, -87.64331894)"
2016,252297,Lyndale Place,2575 W. Lyndale Place,60647,LOGAN SQUARE,Multifamily Housing,75000,1915,1,93,274862.7,5556075.3,,,,77.7,89.3,86.3,98.5,345.8,4.6,41.9224218,-87.69209248,"(41.9224218, -87.69209248)"
2016,252295,Renaissance Saint Luke,1501 W. Belmont Ave.,60657,LAKE VIEW,Multifamily Housing,75000,2005,1,100,964525.7,1603996,,,,34.2,62.8,35.6,64.1,263,3.5,41.93970456,-87.6663379,"(41.93970456, -87.6663379)"
2016,252294,Reside on Wellington,510-24 West Wellington Ave,60657,LAKE VIEW,Multifamily Housing,72000,1949,1,64,1133029.7,5654499.9,,,,94.3,131.9,104.7,142.8,509.2,7.1,41.93653853,-87.64219914,"(41.93653853, -87.64219914)"
2016,252292,HRTL - Hollywood House: 5700 N Sheridan Rd,5700 North Sheridan Road,60660,EDGEWATER,Multifamily Housing,150463,1946,1,23,5016052.9,10136336.1,,,,100.7,175.4,104.6,176.6,1463,9.7,41.98584983,-87.65524764,"(41.98584983, -87.65524764)"
2016,252289,Palmer Square,2128 N Kedzie,60618,LOGAN SQUARE,Multifamily Housing,213000,1900,6,72,3319478.8,9857220.2,,,,61.9,93.2,61.8,93.1,1056.6,5,41.92017465,-87.70707286,"(41.92017465, -87.70707286)"
2016,252288,Parkside Terrace Apartments,143 N Parkside Avenue,60644,AUSTIN,Multifamily Housing,85000,1920,2,98,859510.4,4109742.8,,,,58.5,82.5,64.5,88.8,376.7,4.4,41.8829808,-87.76654394,"(41.8829808, -87.76654394)"
2016,252286,Delmar Apartments,5042 N. Winthrop,60640,UPTOWN,Multifamily Housing,58772,1920,1,87,1822540.3,2987434.6,,,,81.8,150.7,86.9,155.1,494.6,8.4,41.97432223,-87.65769727,"(41.97432223, -87.65769727)"
2016,252284,Amhurst Lofts Condominium Association,2600 N Southport,60614,LINCOLN PARK,Multifamily Housing,93600,1989,1,44,1821769.2,4100409.1,,,,63.3,107.1,68.1,112.1,553.6,5.9,41.92905985,-87.66340744,"(41.92905985, -87.66340744)"
2016,252279,Lunt Lake Cooperative Apartments,1122-40 W Lunt Ave,60626,ROGERS PARK,Multifamily Housing,107160,1949,1,86,1442566.6,6914800,,,,78,110,84.3,115.7,633.2,5.9,42.00924273,-87.66062724,"(42.00924273, -87.66062724)"
2016,252274,COP_MADW5957 (22142),5957 W MADISON ST,60644,AUSTIN,Multifamily Housing,54869,,1,96,804454.1,1989721.8,,,,50.9,84.1,52.6,85.8,254,4.6,41.88006328,-87.7736898,"(41.88006328, -87.7736898)"
2016,252270,Delaware II LLC,25 E Delaware Pl,60611,NEAR NORTH SIDE,Multifamily Housing,106015,1928,1,68,3622049.5,3282174.1,,,,65.1,139.8,67.9,145.5,842,7.9,41.89915259,-87.62730079,"(41.89915259, -87.62730079)"
2016,252269,Beth Anne Extended Living,1143-53 N Lavergne,60651,AUSTIN,Multifamily Housing,80000,1923,1,1,4480942.1,7294512.8,,,,147.2,271.6,158.5,283.5,1213.4,15.2,41.90126341,-87.75080385,"(41.90126341, -87.75080385)"
2016,252268,Heritage Woods of Chicago,2800 West Fulton,60612,EAST GARFIELD PARK,Senior Care Community,73518,2000,1,17,3267437.7,4348917.1,,,,103.6,201.7,110.1,206.5,833.2,11.3,41.88654749,-87.69695112,"(41.88654749, -87.69695112)"
2016,252267,Paper Place Lofts,801 South Wells Street,60607,LOOP,Multifamily Housing,139879,1915,1,27,5324583,5222899.9,,,,75.4,158.7,78,160.2,1258.8,9,41.87175238,-87.6335235,"(41.87175238, -87.6335235)"
2016,252266,Cottage View Terrace,4829 S Cottage Grove,60615,KENWOOD,Multifamily Housing,89257,2001,1,17,3341720,4955067.2,,,,93,175.8,92.4,174.1,879.1,9.8,41.807228,-87.60648706,"(41.807228, -87.60648706)"
2016,252265,Whitmore Apartments,417-21 S Central,60644,AUSTIN,Multifamily Housing,68783,2000,3,99,511336.3,2671821.9,,,,46.3,64.1,49.9,67.9,236.2,3.4,41.88764355,-87.76514926,"(41.88764355, -87.76514926)"
2016,252264,"1263 Pratt, LLC",1263 W. Pratt Blvd.,60626,ROGERS PARK,Multifamily Housing,103635,1919,1,82,1333935,5664853.9,,,,67.5,97.8,71,100.5,546.8,5.3,42.00547369,-87.66333052,"(42.00547369, -87.66333052)"
2016,252262,Humboldt Ridge - Parent,1816,60647,LOGAN SQUARE,Multifamily Housing,90216,2001,18,89,2106805.6,2687055.3,,,,53.1,104.6,51.5,99.4,531.1,5.9,41.91418349,-87.71344961,"(41.91418349, -87.71344961)"
2016,252261,301 N. Austin Blvd,301 N. Austin Blvd,60644,AUSTIN,Multifamily Housing,51000,1924,1,,54813.8,4485671.8,,,,89,95.7,100.5,107.8,248.4,4.9,41.88585168,-87.77478341,"(41.88585168, -87.77478341)"
2016,252259,Sheridan Park,4536 North Magnolia,60640,UPTOWN,Multifamily Housing,55300,1929,2,55,998163.9,6189432.4,,,,130,174.2,141.1,183.9,512.7,9.3,41.9642177,-87.66097727,"(41.9642177, -87.66097727)"
2016,252258,Roosevelt Square - Parent,1222 W Roosevelt Sq Rd,60608,NEAR WEST SIDE,Multifamily Housing,326765,2007,2,94,6996381.1,8850921,,,,48.5,95.7,48.2,94.8,1759.7,5.4,41.86705631,-87.65762245,"(41.86705631, -87.65762245)"
2016,252256,Highlands Tudor Manor,7018 S. Creiger,60649,SOUTH SHORE,Multifamily Housing,94556,1980,1,89,1160165,3570345.8,,,,50,78.2,54.2,82.6,403.5,4.3,41.76756857,-87.58128774,"(41.76756857, -87.58128774)"
2016,252253,Northwest Tower,1170 W Erie,60642,WEST TOWN,Multifamily Housing,139677,1972,1,47,2842533.8,12581427.7,,,,110.4,158.5,119.1,166.2,1192.2,8.5,41.89331019,-87.65678282,"(41.89331019, -87.65678282)"
2016,252252,Grace St.,635 W. Grace St.,60613,LAKE VIEW,Multifamily Housing,125820,1974,1,55,2714426.8,11446364,,,,112.5,163.3,123.9,175.2,1108.3,8.8,41.95171857,-87.64738013,"(41.95171857, -87.64738013)"
2016,252251,Chinatown,300 W 23rd St.,60616,ARMOUR SQUARE,Multifamily Housing,114205,1976,1,83,3256460.6,2420744.4,,,,49.7,111.8,53,120.4,728.8,6.4,41.85095833,-87.63518087,"(41.85095833, -87.63518087)"
2016,252250,Argyle,850 W. Argyle St.,60302,UPTOWN,Multifamily Housing,59000,1951,1,49,1085132,5939309.1,,,,119.1,163.5,130.8,175.8,515.5,8.7,41.97338532,-87.65197698,"(41.97338532, -87.65197698)"
2016,252249,Enola Dew,4623 W. Gladys Ave.,60644,AUSTIN,Multifamily Housing,55995,2011,1,64,1572904.7,1940866.7,,,,62.8,124.6,64.7,124.8,393,7,41.87595649,-87.7410259,"(41.87595649, -87.7410259)"
2016,252248,79th St. Limited Partnership dba Wrightwood Service Center,2815 W. 79th St,60652,ASHBURN,Senior Care Community,74000,2010,1,68,1870420.9,3185319.6,,,,68.3,124.6,71.7,126.1,513.9,6.9,41.74981978,-87.69322762,"(41.74981978, -87.69322762)"
2016,252247,222 E. Chestnut Condominium Association,222 E. Chestnut,60611,NEAR NORTH SIDE,Multifamily Housing,121000,1929,1,87,1628332.6,6049738.1,,,,63.5,94.8,69.4,99.3,621.5,5.1,41.89846625,-87.62108995,"(41.89846625, -87.62108995)"
2016,252246,Pritzker College Prep,4131 W Cortland St,60639,HERMOSA,K-12 School,65655,1901,1,64,2300142.8,4391645.8,,,,101.9,180.2,109.2,185.1,657.2,10,41.91527261,-87.73026634,"(41.91527261, -87.73026634)"
2016,252240,Presence Center for Advanced Care,331 W Surf Street,60657,LAKE VIEW,Medical Office,239957,2015,1,,16895302.8,18168801.9,,,104769.6,146.6,301,,,4087,17,41.93430593,-87.6384177,"(41.93430593, -87.6384177)"
2016,252218,343 W Erie,343 W Erie St,60654,NEAR NORTH SIDE,Office,80148,1903,1,61,4996099.5,1261819.3,,,,78.1,212.3,80.4,219.6,987.9,12.3,41.89390309,-87.63774035,"(41.89390309, -87.63774035)"
2016,252216,Beach Point Tower Condominium Association,5801 N. Sheridan Rd.,60660,EDGEWATER,Multifamily Housing,160000,1956,1,27,3085672.9,13281877.5,,,,102.3,147.7,110.2,153.5,1274.2,8,41.98760277,-87.65521384,"(41.98760277, -87.65521384)"
2016,252127,Circa 922,922 West Washington Blvd,60607,Near West Side,Multifamily Housing,157229,2015,1,79,3942992.5,6487147.8,,,,66.3,122.1,70.9,125.3,1071.3,6.8,41.8831353,-87.65056,"(41.8831353, -87.65056)"
2016,252126,08270 - Ford City 14,7601 South Cicero Avenue,60652,WEST LAWN,Movie Theater,72545,1990,1,,7601755.2,5015199.9,,,,173.9,401.6,180.4,403,1667.5,23,41.75582921,-87.73699268,"(41.75582921, -87.73699268)"
2016,252125,2013-Chicago Downtown - Franklin/Madison (RR ONLY),1 South Franklin Street,60606,LOOP,Hotel,140633,2009,1,4,8507637.8,9351887.1,,2786627.7,,146.8,279.6,149.7,282.7,2211.7,15.7,41.88154158,-87.63527411,"(41.88154158, -87.63527411)"
2016,252124,"Coastland Apartments, Inc.",2666 E. 73rd St.,60649,SOUTH SHORE,Multifamily Housing,63375,1928,1,95,312000.1,4292784.2,,,,72.7,86.6,81.5,95.9,285.5,4.5,41.76452567,-87.55975422,"(41.76452567, -87.55975422)"
2016,252123,Gary Comer Youth Center,7200 South Ingleside,60619,GREATER GRAND CROSSING,Other,80000,2006,1,,5238962.2,1588374.5,,,,85.3,226.5,86.9,225.8,1050,13.1,41.76400303,-87.60189552,"(41.76400303, -87.60189552)"
2016,252121,"15094 Chicago (Lurie), IL - US Central",211 East Grand,60611,NEAR NORTH SIDE,Hotel,106200,2012,1,59,5360968.5,2923128.8,,,,78,187.4,80.3,189.8,1143.4,10.8,41.89145765,-87.62213489,"(41.89145765, -87.62213489)"
2016,252112,Pete's Cermak,2526 W. Cermak ,60608,SOUTH LAWNDALE,Supermarket/Grocery Store,74000,2006,1,56,11896941.1,8331799.5,,,,273.4,623,277.1,621.5,2635.4,35.6,41.8532888,-87.68928885,"(41.8532888, -87.68928885)"
2016,252107,Harris Theater for Music and Dance,205 E Randolph St.,60601,LOOP,Performing Arts,140160,2003,1,,6758912.7,,,4577256.1,,80.9,184.1,80.2,186.7,1487,10.6,41.88401355,-87.62179601,"(41.88401355, -87.62179601)"
2016,252105,611 S. Wells Street Condo (The Vetro),611 S. Wells,60607,LOOP,Multifamily Housing,290149,2007,1,25,13016844.8,8069636.3,,,,72.7,170.1,75.5,174.9,2827.9,9.7,41.8740597,-87.63330942,"(41.8740597, -87.63330942)"
2016,252104,"Bradley Place Holdings, LLC",2630-2650 W Bradley Place,60618,North Center,Office,150000,1981,3,,15875971.2,24002.2,,,,106,332.5,106,332.5,2936.7,19.6,41.9494826,-87.6937,"(41.9494826, -87.6937)"
2016,252095,Press Office Building,1427 E. 60th Street,60637,WOODLAWN,Office,93852,2001,1,40,5587426.4,,6679474.4,,,130.7,272.6,134,274.7,1473.4,15.7,41.78575242,-87.59031146,"(41.78575242, -87.59031146)"
2016,252094,1110 N Lake Shore Dr (252094),1110 N Lake Shore Dr,60611,NEAR NORTH SIDE,Multifamily Housing,208489,1970,1,11,11324271,,,,,54.3,170.6,59.1,185.7,2087.3,10,41.90282478,-87.62497673,"(41.90282478, -87.62497673)"
2016,252092,Pullman Park,10808-10830 S. Doty Avenue W,60626,PULLMAN,Retail Store,66735,2013,2,,3883562.3,612814.4,,,,67.4,192.4,67.3,190.1,748.4,11.2,41.69296132,-87.60058151,"(41.69296132, -87.60058151)"
2016,252091,1301 East 47th Street,1301 East 47th Street,60653,KENWOOD,Other - Recreation,92000,1999,1,,4023416.8,3341599.8,,,,80.1,175.5,81,178.6,921.4,10,41.80917058,-87.59395543,"(41.80917058, -87.59395543)"
2016,252088,Pueblo Commons Condominium Association,8444 W Wilson Ave,60656,OHARE,Multifamily Housing,249000,1960,4,100,1408558.9,9027900.1,,,,41.9,55.8,45.3,59.2,739.1,3,41.96376382,-87.83852632,"(41.96376382, -87.83852632)"
2016,252085,New Vistas II,6850 S Crandon Ave,60649,SOUTH SHORE,Multifamily Housing,220876,1926,1,4,2474355.1,27641979.3,,,,136.3,166.6,153,184.1,1924.3,8.7,41.77039918,-87.56990748,"(41.77039918, -87.56990748)"
2016,252084,Trinity United Church of Christ,400 West 95th Street,60628,WASHINGTON HEIGHTS,Worship Facility,78501,1994,1,35,2834642.2,2547102.9,,,,68.6,147.5,73.3,152.4,657.8,8.4,41.72088045,-87.63412049,"(41.72088045, -87.63412049)"
2016,252083,St Pauls United Church of Christ,2335 N. Orchard Street,60614,LINCOLN PARK,Worship Facility,59380,1920,1,12,1487127.4,3980567.2,,,,92.1,149,99.6,154.7,485.5,8.2,41.92502369,-87.64593826,"(41.92502369, -87.64593826)"
2016,252082,Intrinsic School - Belmont Campus,4540 W Belmont Avenue,60641,IRVING PARK,K-12 School,57779,2014,1,70,4018264.6,913022.4,,,,85.3,235,89.1,243.1,789.1,13.7,41.93961331,-87.74100751,"(41.93961331, -87.74100751)"
2016,252080,400 West Ontario Condominium Association,400 W. Ontario St.,60654,NEAR NORTH SIDE,Multifamily Housing,176603,1999,1,68,4644779.5,7887067.2,,,,71,129.5,73.6,128.3,1275.1,7.2,41.89336089,-87.63899223,"(41.89336089, -87.63899223)"
2016,252079,UNO Roberto Clemente,2050 Natchez Ave.,60707,BELMONT CRAGIN,K-12 School,56240,2012,1,80,2655480.4,2245994.9,,,,87.2,190.2,90.1,191.9,608.8,10.8,41.9176291,-87.78774345,"(41.9176291, -87.78774345)"
2016,252078,UNO Soccer Academy High School,5025 S. St. Louis,60632,GAGE PARK,K-12 School,77088,2013,1,64,3734973.1,2957421.6,,,,86.8,192.4,90.2,193.9,845.5,11,41.80806486,-87.71097656,"(41.80806486, -87.71097656)"
2016,252077,UNO Soccer Academy,5959 S. Homan Ave.,60632,GAGE PARK,K-12 School,63000,2011,1,67,3404815.7,2563142.9,,,,94.7,212.4,98.6,215.6,763.7,12.1,41.80165039,-87.70870451,"(41.80165039, -87.70870451)"
2016,252076,UNO Officer Donald J. Marquez,2916 W. 47th St. ,60632,BRIGHTON PARK,K-12 School,58150,2007,1,85,2935867.3,936993.3,,,,66.6,175.5,69.9,180.6,590.9,10.2,41.80856277,-87.69718607,"(41.80856277, -87.69718607)"
2016,252075,UNO Veterans Memorial Campus,4248 W. 47th St. ,60632,ARCHER HEIGHTS,K-12 School,174999,2008,1,90,7073239.8,3880134.8,,,,62.6,150.2,64.5,151.5,1509.8,8.6,41.80878989,-87.73077801,"(41.80878989, -87.73077801)"
2016,252073,118 S Clinton,118 S Clinton Street,60661,NEAR WEST SIDE,Office,77969,1910,1,39,6441879.9,,,,,82.6,259.4,82.6,259.4,1191.1,15.3,41.87993535,-87.64144916,"(41.87993535, -87.64144916)"
2016,252071,Library Towers Condo Association,520 S State Street,60605,LOOP,Multifamily Housing,363761,2008,1,67,8867774.4,13638280.8,,,,61.9,115.9,65.4,119.7,2358.9,6.5,41.87510719,-87.6279746,"(41.87510719, -87.6279746)"
2016,252070,Lake Village East,4700 South Lake Park Ave,60615,KENWOOD,Multifamily Housing,180000,1971,3,69,3457870.9,12829543,,,,90.5,135.2,96.2,139.5,1318.8,7.3,41.8093257,-87.59248161,"(41.8093257, -87.59248161)"
2016,252069,Chicago South Loop Hotel,11 W. 26th Street,60616,DOUGLAS,Hotel,102640,2008,1,44,6992764.3,,,,,68.1,213.9,67.8,212.9,1288.9,12.6,41.84555045,-87.62731921,"(41.84555045, -87.62731921)"
2016,252068,Hampton Inn Majestic,22 W Monroe St,60603,LOOP,Hotel,70265,1906,1,26,4095338.3,2170552.2,,,,89.2,215.4,91.5,217.9,870.1,12.4,41.880768,-87.628592,"(41.880768, -87.628592)"
2016,252067,"SV Care (Southview Manor, Inc.)",3311 S. Michigan Ave.,60616,DOUGLAS,Senior Care Community,54931,1976,1,40,2068003,6267428.2,,,,151.7,238,161.3,245.6,714.1,13,41.83416616,-87.62294005,"(41.83416616, -87.62294005)"
2016,252066,The Park Monroe Condominium Homes Association,65 E. Monroe St. ,60603,LOOP,Multifamily Housing,480820,2009,1,44,18219124.6,5085471.4,,,,48.5,130.1,50.8,136.6,3628.3,7.5,41.880771,-87.625598,"(41.880771, -87.625598)"
2016,252065,280 S. Columbus Dr.,280 S. Columbus Dr.,60603,LOOP,College/University,142063.3,1973,1,,7936622.5,12674324.8,,4533689.1,,177,301,183.2,307.7,2375,16.7,41.8787345,-87.62080493,"(41.8787345, -87.62080493)"
2016,252064,Mansueto Library,1100 East 57th Street,60637,HYDE PARK,Library,64028,2009,1,,3142411.1,,11748959.5,8190360.4,,360.5,502.8,369.4,513.5,1791,28,41.79221307,-87.59994981,"(41.79221307, -87.59994981)"
2016,252061,Chapin Hall,1313 East 60th street,60637,WOODLAWN,College/University,65745,1938,1,,3144644.2,,7328831.9,,,159.3,284.3,173,298.8,1066.2,16.2,41.7856968,-87.59390347,"(41.7856968, -87.59390347)"
2016,252060,Woodlawn Social Services Center,950 East 61st Street,60637,WOODLAWN,Office,66084,1970,1,61,2805681.5,,3792633.3,,,99.8,202.4,104.4,206.1,769,11.6,41.78439159,-87.60197356,"(41.78439159, -87.60197356)"
2016,252059,Ida Noyes Hall,1212 East 59th Street,60637,HYDE PARK,Other - Entertainment/Public Assembly,91970,1916,1,,3388379.1,284040,4462706.1,,,88.5,177.3,92.1,180.2,936,10.2,41.78819249,-87.59559185,"(41.78819249, -87.59559185)"
2016,252058,Logan Arts Center,915 E 60th St.,60637,WOODLAWN,Performing Arts,188821,2011,1,,7033735.6,,17050248.3,8857440.1,,174.5,272.5,168.2,266.3,2895.4,15.3,41.785854,-87.603817,"(41.785854, -87.603817)"
2016,252057,"Beecher, Kelley, Green, Foster, Social Science Research Building",1126 East 59th Street,60637,HYDE PARK,Office,181231,1929,3,,4268081,,11117357.7,,,84.9,147.7,91.3,155.4,1524.9,8.4,41.78781347,-87.59827692,"(41.78781347, -87.59827692)"
2016,252056,Rosenwald Hall and Walker Museum,1115-25 East 58th Street,60637,HYDE PARK,Office,102569,1893,2,,2295281.1,,3311129.1,,,54.7,109.1,57.4,112.4,642.9,6.3,41.78900616,-87.59865492,"(41.78900616, -87.59865492)"
2016,252054,"Rockefeller,Mitchell,Reynolds,Hutchinson,Zoology,Erman,Mandel,Oriental,Pres.Home",5850 South Woodlawn Avenue,60637,HYDE PARK,College/University,341130,1928,9,,17599293.9,1625340.1,30259041.3,1357339.6,,149,277.7,154.2,284,5410.9,15.9,41.78921164,-87.5964353,"(41.78921164, -87.5964353)"
2016,252053,Kent Chemical Laboratory,1020-24 East 58th Street,60637,HYDE PARK,Laboratory,59841,1894,1,,2997264.6,,8540394.9,4680600.2,,271,407.2,272.6,410.9,1366.2,22.8,41.789621,-87.597784,"(41.789621, -87.597784)"
2016,252052,Ryerson Laboratory/ Eckhart Hall,1118-32 East 58th Street,60637,HYDE PARK,College/University,135318,1930,2,,4138609.3,,5365442,,,70.2,143.7,74.9,148.6,1119.1,8.3,41.789628,-87.597133,"(41.789628, -87.597133)"
2016,252051,Chess Lofts Condominium Association,320 E. 21st St.,60616,NEAR SOUTH SIDE,Multifamily Housing,89356,2007,1,35,3501428.5,6661322.5,,,,113.7,201.3,120.5,204.4,999.2,11.2,41.85436818,-87.61953143,"(41.85436818, -87.61953143)"
2016,252050,Jones Laboratory,5747 S. Ellis Ave.,60637,HYDE PARK,Laboratory,72388,1929,1,,6209638.7,,9360817,,,215.1,424.9,219,424.8,1766.1,24.4,41.79018053,-87.60080309,"(41.79018053, -87.60080309)"
2016,252049,"Bond Chapel/ Cobb, Swift, Haskell, Wieboldt, Goodspeed, Gates, and Blake Hall",5811-27 South Ellis Avenue,60637,HYDE PARK,College/University,300621,1892,8,,14433220.6,5920,20928181.1,3917040,,130.7,247.6,134.9,252.8,4256.7,14.2,41.78898211,-87.6009439,"(41.78898211, -87.6009439)"
2016,252048,Levi Hall,5801 S. Ellis Avenue,60637,HYDE PARK,Office,90125,1949,1,55,3095278.7,,6733778.4,1399200,,124.6,213.3,129.4,219.3,1091.4,12.1,41.78958202,-87.60092774,"(41.78958202, -87.60092774)"
2016,252047,Saieh Hall for Economics,5757 South University Avenue,60637,HYDE PARK,College/University,153115,2013,1,,4879105.4,,6828020.1,5716919.9,,113.8,191,114.1,192.1,1654,10.8,41.790347,-87.597997,"(41.790347, -87.597997)"
2016,252046,Henry Crown Field House,5550 South University Ave.,60637,HYDE PARK,Fitness Center/Health Club/Gym,146501,1932,1,,3110376.1,130040,6422896,,,66,120.3,70.7,126.1,1006.7,6.9,41.7941,-87.598143,"(41.7941, -87.598143)"
2016,252045,Harper Library / Classics,"1116 East 59th Street  Chicago, IL 60637",60637,HYDE PARK,Social/Meeting Hall,192035,1912,2,,4717956.6,,5785491.6,2485319.9,,67.6,126.3,69.7,129,1384.7,7.2,41.78800431,-87.59964828,"(41.78800431, -87.59964828)"
2016,252044,Law/ Social Service Admin/ Faculty Housing,1111 East 60th Street,60637,WOODLAWN,College/University,332861,1959,4,,14772980.8,35260,24883472.8,9399756.1,,147.5,257.6,151.7,263.3,4872.4,14.6,41.7850873,-87.59905769,"(41.7850873, -87.59905769)"
2016,252043,Renee Granville-Grossman Residential Commons,6031 South Ellis Avenue,60637,WOODLAWN,Residence Hall/Dormitory,338679,2009,1,25,12771760.9,557930,23512654.5,10771799.9,,140.6,235.5,144.2,240.3,4512.6,13.3,41.785279,-87.601124,"(41.785279, -87.601124)"
2016,252042,Edelstone Center,6030 South Ellis Avenue,60637,WOODLAWN,Office,59741,1966,1,57,2328933.3,,3368990.8,1076508,,113.4,208.3,115.7,211.5,709.7,11.9,41.78488949,-87.60149582,"(41.78488949, -87.60149582)"
2016,252041,Bookstore,970 East 58th Street,60637,HYDE PARK,Retail Store,50162,1902,1,27,2993071.9,,2997811.3,,,119.4,259.3,124.1,262,750.7,15,41.789588,-87.602326,"(41.789588, -87.602326)"
