natural_gas_use_kbtu,objectid,address,property_name,opa_number,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electricity_use_kbtu,portfolio_manager_id,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes,x_coord,y_coord
3778815.3,213,2901-27 HENRY AVE,Randolph CTE,784188400,19129,1,1975,K-12 School,121579,4364551.9,3330915,Not Available,Not Available,51,67,145.4,1590.4,701.2,,-75.17889591,40.00879841
2695338.7,214,8060 WILLIAMS AVE,Edmonds FS,784479400,19150,1,1949,K-12 School,80500,1307657.9,3330920,Not Available,Not Available,65,58.4,94.9,1414.5,345.1,,-75.17030486,40.07328611
6543151.3,215,6501 CHEW AVE,Emlen,784061400,19119,1,1926,K-12 School,74500,1038472.6,3330921,Not Available,Not Available,34,101.8,136,1217.2,466.6,,-75.17790395,40.05436773
42301.5,216,140-64 W SEYMOUR ST,Fitler,785435800,19144,1,1899,K-12 School,38000,618230.9,3330922,3637680,Not Available,13,113.1,148.9,831.9,343.1,,-75.16633733,40.02610053
10161950.9,82,2970 MARKET ST,IRS 30th Street Campus (165),883063100,19104,1,2010,Office,1481088,51249604.8,3061663,Not Available,Not Available,92,65.9,184.1,12112.4,6417,,-75.18263123,39.95391087
Not Available,83,3601 S BROAD ST,Wells Fargo Center,788020600,19148,1,1996,Other,825000,101011270.5,3064021,Not Available,Not Available,Not Available,122.4,384.5,39203.3,11583.9,,-75.17180581,39.90185396
16840394,84,201 S 18TH ST ,Rittenhouse Claridge,881027000,19103,1,1951,Multifamily Housing,451243,12717001.7,3080640,Not Available,Not Available,58,68.9,134.4,15672.2,2352.9,,-75.17037316,39.9497831
6945826.8,85,5070 PARKSIDE AVE,Philadelphia Business and Technology Center,883371900,19131,1,1930,Office,221950,7763473.7,3091418,Not Available,Not Available,87,66.3,142.7,1568.2,1259.2,,-75.22114797,39.97960771
52.1,86,233-55 S 08TH ST,Hall Mercer at PAH,771004000,19106,1,1980,Medical Office,70902,4377575.5,3107955,Not Available,2751592.3,60,100.6,240.6,1892.4,684.7,,-75.15432755,39.94652988
388461,87,2101 W VENANGO ST,Ray Homes,886650801,19140,1,2011,Multifamily Housing,39155,1449399.9,3111183,Not Available,Not Available,45,46.9,126.7,1474.4,186.8,,-75.16305846,40.00952563
1342300,88,7422 BUSTLETON AVE,PHILA-COTTMAN (2418),882131101,19152,1,2009,Retail Store,351832,7011455.3,3114250,Not Available,Not Available,84,61,170.9,3389,875.4,,-75.05886697,40.05100359
6687448.4,89,320 S BROAD ST,Hamilton/Furness,772508001,19102,7,1876,Mixed Use Property,116264,6176283,3117089,Not Available,Not Available,Not Available,110.6,227.2,3973.3,1063.5,,-75.16555646,39.94597503
667505.6,90,1801 SOUTH ST,Penn Medicine At Rittenhouse,772032010,19146,1,1980,Hospital (General Medical & Surgical),272165,27093757.1,3117180,Not Available,14534635.1,64,155.4,379.4,12318,4107.6,,-75.17265765,39.944834
Not Available,91,900-22 RACE ST,CO/GLC 16200/900 RACE ST/PHILADELPHIA/PA,771618000,19107,1,1905,Office,488657,68469559.4,3120916,Not Available,4510359,2,149.3,451.1,9088,8151.5,,-75.15486636,39.95477877
20251699,92,819-41 CHESTNUT ST,833 Chestnut,883313600,19107,1,1926,Office,757706,46922574.6,3122487,Not Available,Not Available,Not Available,88.7,222.5,12120.5,6456.7,,-75.15494409,39.95022143
1514531.6,93,1212 LUDLOW ST,Connelly House,886717500,19107,1,2010,Residence Hall/Dormitory,60000,2662534.8,3137016,Not Available,Not Available,56,69.6,165.8,2411.1,80.4,,-75.16084358,39.95117901
5999267.1,94,1929 SANSOM ST,Kate's Place,886617500,19103,1,1900,Residence Hall/Dormitory,60000,3703306.3,3155346,Not Available,Not Available,15,161.7,298.8,3998.1,743.3,,-75.17337358,39.95142024
44723567.8,95,1800 MARKET ST,Sonesta - Philadelphia,883700600,19103,1,1980,Hotel,414000,13614893.4,3161456,Not Available,Not Available,13,205.4,315.9,20389.7,3936.8,,-75.17045512,39.95285126
4914691.7,96,1900 MARKET ST,1900 Market Street (180),883034000,19103,1,1981,Office,488465,27420220.7,3216590,Not Available,Not Available,72,66.2,186.8,3135.3,3405.6,,-75.17244864,39.95309537
2036300,97,1550 WARFIELD ST,PHPA,884124000,19146,1,1962,Non-Refrigerated Warehouse,58887,1943833.5,3229069,Not Available,Not Available,40,67.6,140,158,331.1,,-75.20124611,39.93539044
9669895.2,98,1 DOCK ST,Sheraton Hotel - Philadelphia Society Hill,883710000,19106,1,1986,Hotel,317000,17645417.3,3240346,Not Available,Not Available,39,86.2,206.8,12282.7,2537.2,,-75.14353479,39.94618489
44735003.4,99,150 N INDEPENDENCE W ML,03-1-Philadelphia Head Office,883009505,19106,1,1976,Financial Office,919707,58391023.2,3254545,Not Available,Not Available,42,137,306,14623.5,9072.3,,-75.15063184,39.95340474
29752084.6,100,508-32 WALNUT ST,One Washington Square,883006500,19106,1,1932,Office,1108655,46939805.2,3279877,Not Available,Not Available,80,69.2,161.1,10680.3,6963.3,,-75.15053891,39.94726657
1571343.7,101,9000 TINICUM AVE,0547-Philadelphia - Airport,883744000,19153,1,1990,Hotel,78155,2568860.3,3288099,Not Available,Not Available,71,53,124.3,6059.4,378.1,,-75.24811406,39.88387103
653272.4,102,8880 BARTRAM AVE,2526-Philadephia - Airport,883745200,19153,1,1990,Hotel,44737,1757927.2,3288258,Not Available,Not Available,60,53.9,138.7,2443.4,236.3,,-75.24812254,39.88630099
Not Available,103,1832-44 SOUTH ST,Tuttleman Building,772036205,19146,1,1989,Medical Office,74460,8653661.1,3306120,Not Available,5425293.8,8,189.1,452.6,7004.6,1352.6,,-75.17322196,39.9443572
345175.3,104,3440 MARKET ST,3440 Market St,883076510,19104,1,1981,Office,117848,9387988.3,3321455,Not Available,Not Available,36,82.6,253.2,1687.6,4813.8,,-75.19252481,39.95562347
347622.7,105,3401-15 MARKET ST,3401 Market St.,883072000,19104,1,1930,Office,90817,6093146.2,3325211,Not Available,2811811.5,Not Available,101.9,251.9,749.2,903.9,,-75.19179617,39.95629808
2368274.6,106,3600 MARKET ST,3600 Market St,Many,19104,1,1930,Office,189262,8555593.4,3325356,Not Available,Not Available,Not Available,57.7,155.1,2981,1106.9,,-75.19463244,39.95577607
Not Available,107,3624 MARKET ST,3624 Market St,Many,19124,1,1975,Office,225688,19125126.6,3326513,Not Available,Not Available,47,84.8,266.2,1637.2,2194.3,,-75.1953824,39.95595528
85300.6,167,601 CARPENTER ST,Nebinger,781042400,19147,1,1925,K-12 School,59000,915375.8,3330839,3741593.8,Not Available,39,80.4,114.3,808.9,387.2,,-75.15397153,39.93685778
4154550.2,168,200 WOLF ST,Sharswood,781432200,19148,1,1906,K-12 School,73000,698481.4,3330840,Not Available,Not Available,62,66.5,89.8,624.9,300.8,,-75.15104172,39.9187736
4264334.9,169,1821 S 09TH ST,Southwark,781609000,19148,1,1909,K-12 School,138000,1276454.4,3330841,Not Available,Not Available,92,40.2,61.5,896.1,372.9,,-75.15991035,39.92596417
73967.3,170,2501 S 05TH ST,Taggart,781490600,19148,1,1916,K-12 School,66000,958166.4,3330842,4337202.4,Not Available,63,81.4,113.1,7516.4,435.7,,-75.15540759,39.91703756
4326664.8,171,1114-50 S 05TH ST,Washington ES,781486600,19147,1,1937,K-12 School,68000,876815.8,3330844,Not Available,Not Available,59,76.5,107.3,618.8,330.4,,-75.15293638,39.93391945
107470.3,289,8317 GERMANTOWN AVE,Jenks John,784167600,19118,1,1924,K-12 School,54000,896576,3498652,2357178.3,Not Available,70,62.2,98.3,422.5,283.5,,-75.20343077,40.07497993
Not Available,290,201 SPRING LA,Lankenau,784408400,19124,1,1971,K-12 School,74000,2415635.9,3498653,1429128.1,Not Available,57,52,122,126.6,383.1,,-75.25354884,40.06232188
20960994,291,4700 JEFFERSON ST,287-West Philadelphia,884897402,19131,1,2009,Manufacturing/Industrial Plant,57471,4753434.6,3501878,Not Available,Not Available,Not Available,447.4,642.7,15233,1658.5,,-75.21505305,39.97473903
144343.8,292,1901 N FRONT ST,Kensington HS CAPA,777141500,19125,1,2009,K-12 School,88915,2877478.8,3505061,Not Available,Not Available,60,34,103.3,242.2,337.7,,-75.13305602,39.97795521
18116490.4,293,1901-17 MARKET ST,Independence Blue Cross,883034200,19103,1,1988,Office,982710,43116556.9,3505831,Not Available,Not Available,91,72.7,183.3,14927.4,5906.8,,-75.1719466,39.95380575
21209421.4,294,10080 SANDMEYER LA,#61 Philadelphia,884237607,19116,1,1984,Manufacturing/Industrial Plant,57471,4030936.8,3507914,Not Available,Not Available,Not Available,439.2,607.7,18100.9,1588.8,,-75.03387602,40.11190309
Not Available,295,1631-37 ARCH ST,CO/GLC 11310/1631 ARCH ST/PHILADELPHIA/PA,772614000,19103,1,1905,Office,160661,41354429.5,3512076,Not Available,5439804.1,1,291.3,849,4351,5103.7,,-75.16769232,39.95527404
Not Available,296,2000-12 S BROAD ST,CO/GLC 12170/2000 S BROAD ST/PHILADELPHIA/PA,773619000,19145,1,1905,Office,91810,11861667.9,3512078,Not Available,Not Available,3,145.1,421.8,1453,1468.9,,-75.17002116,39.92508448
Not Available,297,5160 LANCASTER AVE,CO/GLC 13030/5160 LANCASTER AVE/PHILADELPHIA/PA,774606005,19131,1,1905,Office,52021,7157557.1,3512079,Not Available,Not Available,1,151.8,446.4,16,875.8,,-75.22593896,39.97648355
Not Available,298,5638-52 CHESTNUT ST,CO/GLC 13080/5650 CHESTNUT ST/PHILADELPHIA/PA,774605005,19139,1,1905,Office,75676,7250418.1,3512080,Not Available,Not Available,10,116.2,321.4,2766,946,,-75.23481728,39.95927499
Not Available,299,3808-14 CHESTNUT ST,CO/GLC 13090/3810 CHESTNUT ST/PHILADELPHIA/PA,773620005,19104,1,1905,Office,75176,9657590.9,3512081,Not Available,Not Available,3,138.3,413.3,250,1162.4,,-75.19902548,39.95482307
5785825.2,116,6501-33 LIMEKILN PK,Kinsey,784226200,19138,1,1915,K-12 School,89200,521314.7,3330744,Not Available,Not Available,18,70.7,86.5,446.7,367.1,,-75.15214199,40.05363519
209418.4,117,1800-56 W NEDRO AVE,Pennell,785356200,19141,1,1927,K-12 School,70498,1135198.3,3330745,4179330.1,Not Available,20,78.4,113.6,616.2,451.5,,-75.15081204,40.04331133
1374643.6,118,5101 MASCHER ST,Olney HS,785345400,19120,1,1931,K-12 School,332185,7372922.6,3330746,Not Available,Not Available,98,26.3,74,2754.3,918.5,,-75.12393822,40.02842976
144246.3,119,6101 N FRONT ST,Finletter,785202400,19120,1,1930,K-12 School,62760,1033639.5,3330748,3762708.2,Not Available,54,78.7,114.7,891.2,405.4,,-75.11858704,40.04356402
289189.5,120,5741 RISING SUN AVE,Franklin ES,786458400,19120,1,1916,K-12 School,76930,2303461,3330749,4777698,Not Available,58,95.8,160.7,1466,634.1,,-75.1039993,40.04224143
88668.6,121,1501 SELLERS ST,Marshall J,786487800,19124,1,1909,K-12 School,58450,646550.5,3330751,2039364.1,Not Available,83,47.5,71.6,512.6,230.2,,-75.08743467,40.01478835
2080271,122,1660 COMLY ST,Ziegler,786076410,19149,1,1956,K-12 School,59025,1597648.9,3330753,Not Available,Not Available,74,62.3,122,2081.8,293.7,,-75.07479837,40.02989573
13804365.6,123,1601 COTTMAN AVE,Northeast,786082200,19111,1,1957,K-12 School,310296,5764185,3330756,Not Available,Not Available,91,63.1,105,7018.1,1394.3,,-75.06977907,40.05681488
194797.3,124,6801 COTTAGE ST,Disston,786081400,19135,1,1923,K-12 School,67842,955260.7,3330760,4292490,Not Available,49,80.2,111.1,1332.9,438.4,,-75.04658904,40.02836911
879185.8,125,4300 BLEIGH AVE,Forrest,786039800,19136,1,1928,K-12 School,63250,1131345.5,3330761,3510857.8,Not Available,51,87.3,126.8,470.4,437,,-75.03624999,40.03484111
335854.8,126,700 RHAWN ST,Fox Chase,786455000,19111,1,1949,K-12 School,52500,1455981.9,3330762,2870537.7,Not Available,55,88.8,149,1660.5,397.8,,-75.08048417,40.07452077
2572857.6,127,9152 ACADEMY RD,Holme,786002100,19114,1,1950,K-12 School,73000,2056996.5,3330763,Not Available,Not Available,36,63.4,125.5,1247.5,372.6,,-75.00990021,40.05600957
3875601,128,2901 PRINCETON AVE,Mayfair,786438600,19149,1,1949,K-12 School,72000,850931.6,3330764,Not Available,Not Available,88,65.6,93.6,1080.3,303.4,,-75.05273621,40.03997512
4662999.1,129,1901 TYSON AVE,Solis-Cohen,786543600,19149,1,1948,K-12 School,91000,1741905.8,3330766,Not Available,Not Available,42,70.4,113.9,1046.6,447.4,,-75.06426863,40.04447007
214820.6,130,8300 CASTOR AVE,Farrell,786066400,19152,1,1958,K-12 School,66382,1312602.2,3330767,1217022,Not Available,61,41.3,84,884.6,252.3,,-75.05241476,40.06657161
3049560.9,131,2001 LOTT AVE,Frank,786309400,19115,1,1961,K-12 School,74500,1340405.9,3330768,Not Available,Not Available,83,58.9,99.5,1205.9,315.7,,-75.02853827,40.0877198
3352355.3,132,2951 WELSH RD,Pollock,786569600,19152,1,1962,K-12 School,73000,1313257.3,3330769,Not Available,Not Available,68,63.9,104.7,909.4,328.7,,-75.02705828,40.05959228
238577.8,133,3500 ACADEMY RD,Decatur,786001800,19154,1,1965,K-12 School,89247,2879937.5,3330770,2772144,Not Available,8,66,135.5,1168.3,548.7,,-74.97325882,40.0948884
6823693.7,134,4001L PARKSIDE AVE,School of the Future,783172380,19104,1,2006,K-12 School,162211,8897486,3330772,Not Available,Not Available,13,96.9,216.4,1865.2,1382.8,,-75.20279818,39.97510462
12450334.2,135,5800 WALNUT ST,Sayre,783568200,19139,1,1950,K-12 School,200000,3342853.1,3330775,Not Available,Not Available,74,79,117.8,2778.8,1044.7,,-75.2386879,39.95745628
7042159.1,136,701-41 N 48TH ST,Sulzberger,783707600,19139,1,1924,K-12 School,120000,1392751.1,3330777,Not Available,Not Available,37,70.3,98.1,1005.5,533.8,,-75.21581906,39.96472043
4869673.2,137,5900 BALTIMORE AVE,Turner,783030800,19143,1,1971,K-12 School,190000,4967469.4,3330779,Not Available,Not Available,17,51.8,109,3825.9,828.3,,-75.24216041,39.94406407
2901992,138,6600 CHESTER AVE,Catherine,783094200,19142,1,1937,K-12 School,57500,739904.8,3330784,Not Available,Not Available,87,63.3,93.4,492.3,239,,-75.23981532,39.92728889
4473112.4,139,5001-35 GREENWAY AVE,Comegys,783183400,19143,1,1911,K-12 School,70644,1109216,3330786,Not Available,Not Available,14,79,115.8,1045.5,364.8,,-75.21611577,39.94090484
1719394.7,140,4201 SPRUCE ST,Penn Alexander,773151500,19104,1,2002,K-12 School,84357,4712255.2,3330789,Not Available,Not Available,14,76.2,196.8,1363.3,631.7,,-75.20798328,39.95299531
2443449.3,141,5624 SPRUCE ST,Hamilton,783499600,19139,1,1968,K-12 School,89500,1993329.3,3330790,Not Available,Not Available,59,49.6,98.6,541.1,358.4,,-75.23545571,39.95521249
1153181.8,142,5300-34 BALTIMORE AVE,Harrington,783029800,19143,1,1926,K-12 School,66500,798743.4,3330791,Not Available,Not Available,87,29.4,55.9,297.2,152.9,,-75.2303645,39.94735487
1279.1,143,400-16 S 52ND ST,Huey,783732400,19143,1,1963,K-12 School,88183,1242092.9,3330793,3097962.2,Not Available,64,49.2,79.7,13.8,372.4,,-75.22728279,39.9533798
1806484.5,144,5748 WILLOWS AVE,Longstreth,783588600,19143,1,1970,K-12 School,85350,2065393.1,3330795,Not Available,Not Available,80,45.4,98.2,739.9,332.8,,-75.23269697,39.94040575
168801,145,700 N 35TH ST,McMichael,783631400,19104,1,1916,K-12 School,100000,1326694.8,3330796,5928204.2,Not Available,19,74.2,103.3,92.8,601,,-75.19432384,39.96666058
3461806.3,146,6226 ELMWOOD AVE,Morton,783130400,19142,1,1972,K-12 School,87000,1907756.3,3330797,Not Available,Not Available,50,61.7,110.6,844,402.7,,-75.22697598,39.9239478
197600.7,147,4901-57 PARRISH ST,Rhoads J,783394400,19139,1,1960,K-12 School,70000,1069691.3,3330799,3920442.3,Not Available,19,74.1,107.5,1376.6,424.1,,-75.21958958,39.96746024
6121774.6,148,728-62 N 44TH ST,Washington Martha,783691500,19104,1,1930,K-12 School,71300,1325813.5,3330800,Not Available,Not Available,55,104.5,148.5,2770.4,477.2,,-75.21184713,39.96612139
2451813.4,149,4301-19 OGDEN ST,Miller,783364400,19104,1,1967,K-12 School,67200,4931254.4,3330802,Not Available,Not Available,4,109.9,268.7,317.8,695.7,,-75.21056222,39.96922579
117600.6,150,4420 HAVERFORD AVE,Locke,783206951,19104,1,1965,K-12 School,77000,2234622.2,3330804,3806178,Not Available,20,80,142.7,1096.4,545,,-75.21227057,39.96189487
15246837.1,151,2101 S BROAD ST,South Philadelphia,781022700,19148,1,1956,K-12 School,331440,4809429,3330806,Not Available,Not Available,93,60.5,93.9,4329.8,1361.4,,-75.1687206,39.92359564
11232915.5,152,548 N BROAD ST,Franklin HS,782025600,19130,1,1958,K-12 School,242293,4987794.7,3330807,Not Available,Not Available,68,66.9,113.3,4367.8,1168.6,,-75.16210138,39.96356075
3857596.6,153,901-33 S BROAD ST,CAPA,781021910,19147,1,1997,K-12 School,166630,5632638.8,3330808,Not Available,Not Available,66,57,130.5,1675.8,850.8,,-75.16548646,39.93942064
471500.5,154,2101 S 24TH ST,Vare EH,782808000,19139,1,1980,K-12 School,120000,1909803.5,3330811,7678872.3,Not Available,60,83.8,118.7,761.1,813.9,,-75.18558262,39.92577378
192029.6,155,1645 SPRING GARDEN ST,Masterman,782513600,19130,1,1933,K-12 School,105000,1594075.1,3330813,Not Available,4851446.3,75,63.2,105.2,658.2,515.1,,-75.1657186,39.96339593
10825107.8,156,1900 S 03RD ST,Furness HS,781458200,19148,1,1914,K-12 School,145000,1686249.3,3330814,Not Available,Not Available,77,86.3,114.9,690.5,768.4,,-75.1508924,39.92378681
4553859.5,157,2746 S 09TH ST,Fell,781609400,19148,1,1924,K-12 School,61000,1039677.3,3330815,Not Available,Not Available,55,91.7,131.9,3016.3,361.1,,-75.1636199,39.91502443
300011.7,158,620-34 N 15TH ST,Franklin Learning Center,782640200,19130,1,1909,K-12 School,150000,2136428.6,3330819,Not Available,8030076.7,73,69.8,111.2,718,794.1,,-75.16338216,39.96512483
101520,159,2100 S 18TH ST,Girard,782720400,19145,1,1957,K-12 School,66685,816664.6,3330821,2961756.1,Not Available,58,58.2,84.9,1098.8,318.8,,-75.17675968,39.92473364
3653008.2,160,308-32 S 06TH ST,McCall,781518600,19106,1,1909,K-12 School,68076,1105686.9,3330822,Not Available,Not Available,60,69.9,107.3,1977.5,320.8,,-75.15255524,39.94472576
2097702.5,161,713 S 05TH ST,Meredith,781485800,19147,1,1930,K-12 School,55437,854130.7,3330824,Not Available,Not Available,86,53.2,88.1,377.8,209.4,,-75.15075279,39.93964671
2356486.1,162,2600-24 W THOMPSON ST,Morris,782565200,19121,1,1966,K-12 School,80000,1029112.4,3330825,Not Available,Not Available,76,42.3,71.3,393.6,243.2,,-75.17895546,39.97541016
8311941.6,163,2136 RITNER ST,GAMP,782462200,19145,1,1914,K-12 School,83460,2820976.8,3330827,Not Available,Not Available,23,133.4,210.7,871.8,765,,-75.18308326,39.92179041
398172.3,164,1100 CATHARINE ST,Palumbo,781043800,19147,1,1980,K-12 School,185206,2297576,3330829,9106205.9,Not Available,88,63.7,90.9,1015.4,960.4,,-75.16171119,39.94003314
3109838.8,165,1130-48 FEDERAL ST,Jackson,781092000,19147,1,1925,K-12 School,58000,948165.1,3330835,Not Available,Not Available,73,70,107.6,632.8,273.9,,-75.1632671,39.93465816
117500.1,166,626 DICKINSON ST,Kirkbride,781082800,19147,1,1926,K-12 School,57000,788755.8,3330838,3537216.3,Not Available,43,78,108.3,948,359.2,,-75.15607469,39.9298988
3896675.8,221,529 SHAWMONT AVE,Shawmont,784401200,19128,1,1929,K-12 School,83510,1132393,3330933,Not Available,Not Available,56,60.2,91.6,431.3,336.8,,-75.23868747,40.05130783
1534.7,222,4301 WAYNE AVE,Steel,785508805,19140,1,1973,K-12 School,85350,2740440.6,3330934,2241671.9,Not Available,44,58.4,127.4,2320.6,480.7,,-75.15689066,40.018795
2744343.6,223,531 RIGHTER ST,Cook-Wissahickon,784378900,19128,1,1969,K-12 School,73100,1807911.7,3330936,Not Available,Not Available,74,62.3,117.1,3947.5,353.1,,-75.20693014,40.02268809
3316918.4,224,6340 WAYNE AVE,Lingelbach,784473400,19144,1,1956,K-12 School,64963,1047455.3,3330938,Not Available,Not Available,67,67.2,104.2,1091.9,296.3,,-75.189221,40.03674787
3798461.3,225,4665 UMBRIA ST,Dobson,784463600,19143,1,1930,K-12 School,52500,647562.5,3330939,Not Available,Not Available,32,84.7,114.7,513.6,276,,-75.23032527,40.0313857
Not Available,226,1205-11 E TULPEHOCKEN ST,Hill-Freedman,784453800,19138,1,1980,K-12 School,46959,2552734.5,3330940,Not Available,Not Available,38,54.4,170.7,2160.8,292.7,,-75.16568173,40.05627758
2970392,227,5116-60 PULASKI AVE,Kelly John,785401600,19144,1,1970,K-12 School,101976,2620006.6,3330941,Not Available,Not Available,74,54.8,111.3,2574,458.2,,-75.17233207,40.0248088
18139819.8,228,5000 OXFORD AVE,Frankford HS,786407400,19124,1,1916,K-12 School,313765,4471095,3330943,Not Available,Not Available,89,72.1,105.4,1836.8,1476.2,,-75.08515942,40.02162221
Not Available,300,8318-24 GERMANTOWN AVE,CO/GLC 14010/8318 GERMANTOWN AVE/PHILADELPHIA/PA,775619505,19118,1,1905,Office,64512,7455179.1,3512082,Not Available,Not Available,3,124.6,372,19,898.1,,-75.20475971,40.07433181
