pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM01257643,0160_0035,1257643,OFC Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1730 RHODE ISLAND AV NW,MAIZELS FAMILY LIMITED LIABILITY LIMITED PARTNERSHIP,2,1730 Rhode Island Ave. NW,Washington,DC,20036,1968,Office,Office,244818,182132.3,87,69,70.1,172.7,172.7,1205.2,6.6,3935.1,2561154,38236.77693,,,Whole Building,Whole Building,38.90594675,-77.03933797
PM01257644,0142_0825,1257644,Northwestern Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,2,1800 G Street NW,Washington,DC,20006,1970,Office,Office,813848,737365,85,60.1,60.7,163,163.3,4524.2,6.1,11889,10325040,91149.04406,,,Whole Building,Combination of common and tenant areas,38.89815735,-77.04194505
PM01267785,0166_0862,1267785,750 17th St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,750 17TH ST NW,MANUFACTURERS LIFE INSURANCE COMPANY,2,750 17th St. NW,Washington,DC,20006,1989,Office,Office,187368,136452,77,61.3,61.1,192.6,191.7,959.6,7,2135.2,2452462,,,,Whole Building,Whole Building,38.89978091,-77.03982701
PM01268752,0140_0092,1268752,1850 M St.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1850 M ST NW,MANUFACTURERS LIFE INSURANCE,2,1850 M St. NW,Washington,DC,20036,1986,Office,Office,302448,254980,85,58,58.1,182.2,182.4,1696.3,6.7,5006.2,4335282,,,,Whole Building,Whole Building,38.90536949,-77.04295035
PM01268754,0318_0032,1268754,1100 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1110 NEW YORK AV NW,AZ JH REIT DC LP,2,1100 New York Avenue NW,Washington,DC,20005,1991,Office,Office,563484,580706,92,49.7,48.9,155.4,153.1,3297.5,5.7,11260.3,8407003,1497.771962,,,Whole Building,Whole Building,38.90067675,-77.027446
PM01268800,0196_0035; 0196_0034,1268800,National Education Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1201 16TH ST NW,NATIONAL EDUCATION ASSOCIATES,2,1201 16th St. NW,Washington,DC,22036,1957,Office,Office,311715,394087,91,63,64.6,156.9,157.3,2543.3,6.5,4291.7,5010869,77496.46915,,,Whole Building,Whole Building,38.90597,-77.0353779
PM01273006,0252_0079,1273006,1325 G Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1325 G ST NW,GSTDC 72 OWNER LLC,2,1325 G Street,Washington,DC,20005,1968,Office,Office,448066,333484,74,74.1,75.4,188.4,188.6,2399.5,7.2,4336.3,5172179,70739.50963,,,Whole Building,Whole Building,38.89872502,-77.03099182
PM01273027,0252_0060,1273027,The Colorado Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1341 G ST NW,COLDC 54 OWNER LLC,2,1341 G Street NW,Washington,DC,20005,1903,Office,Office,187804,149720,80,50.6,50.6,158.8,158.8,868.6,5.8,1887.4,2219863,,,,Whole Building,Whole Building,38.89861501,-77.03140919
PM01309871,0676_0114,1309871,801 North Capitol Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,801 NORTH CAPITOL ST NE,ASB 801 NORTH CAPITOL LLC,6,801 North Capitol Street NE,Washington,DC,20002,1966,Office,Office,98980,120921,88,53.2,53.6,160.9,161.3,715.9,5.9,1659.4,1781835,3513.385021,,,Whole Building,Whole Building,38.90051039,-77.00860802
PM01311349,0669_0854,1311349,64 New York Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0075 P ST NE,BREOF 64 NEW YORK AVE REO LLC,5,64 New York Avenue NE,Washington,DC,20002,2000,Office,Office,340934,384155,75,54.6,54.8,166.6,166.8,2351,6.1,3679.1,5886325,8986.999977,,,Whole Building,Whole Building,38.90946447,-77.00645605
PM01326900,0376_0828,1326900,0975 F Street NW (Carroll Square),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,977 - 979 F ST NW,ST PATRICK'S CHURCH,2,975 F Street NW,Washington,DC,20004,2006,Office,Office,179929,187954,84,52.6,52.5,165.2,165,1134.3,6,8307.4,2898903,,,,Whole Building,Whole Building,38.89764136,-77.0250236
PM01326957,0137_0056,1326957,1800 Massachusetts Avenue NW (SEIU),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1800 - 1824 MASSACHUSETTS AV NW,1800 MASSACHUSETTS AVENUE CORP,2,1800 Massachusetts Avenue NW,Washington,DC,20036,1979,Office,Office,185604,217543,50,81.3,81.3,255.2,255.2,2027.6,9.3,4742.9,5181847,,,,Whole Building,Whole Building,38.908991,-77.042512
PM01327025,0024_0112,1327025,WWF Square 0024 Lots 112 and 880,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2,1250 24th Street NW,Washington,DC,20037,1986,Office,Office,311428,245627,86,58.9,58.9,185.1,185.1,1660.2,6.8,3364.9,4243027,,,,Whole Building,Whole Building,38.90650228,-77.05185679
PM01327534,0103_0042,1327534,Potomac House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2021 F ST NW,GEORGE WASHINGTON UNIVERSITY,2,2021 F St NW,Washington,DC,20052,2006,Residence Hall/Dormitory,Residence Hall/Dormitory,129014,100127,52,81.9,82.1,182.5,180.4,720.2,7.2,4248.1,1354261,35834.1879,,,Whole Building,Whole Building,38.89758612,-77.04554957
PM01327939,0168_0050,1327939,1700 Pennsylvania Avenue NW (Mills),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1700 PENNSYLVANIA AV NW,THE MILLS BUILDING ASSOCIATES LLC,2,1700 Pennsylvania Avenue NW,Washington,DC,20006,1966,Office,Office,244556,176716,71,90.4,91.7,215.9,215.8,1478.5,8.4,4665.5,2998083,57486.83123,,,Whole Building,Whole Building,38.89865698,-77.03991253
PM01328161,0375_0125,1328161,Victor Building - 252510,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0750 9TH ST NW,750 NINTH STREET LLC,2,750 9th Street NW,Washington,DC,20001,2000,Office,Office,322040,349687,91,46.3,46.3,145.2,145.2,1854.8,5.3,5279.1,4740259,,,,Whole Building,Whole Building,38.89951066,-77.02440803
PM01330640,0185_0828,1330640,1625 Eye Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1625 I ST NW,BFP 1625 EYE CO LLC,2,1625 Eye Street NW,Washington,DC,20006,2003,Office,Office,624620,421736,89,52.5,52.5,164.9,164.9,2540.4,6,10421,6492325,,,,Whole Building,Whole Building,38.90172313,-77.03760436
PM01331462,0105_0845,1331462,1801 Pennsylvania Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1801 PENNSYLVANIA AVE NW,1801 PENNSYLVANIA AVENUE LLC,2,1801 Pennsylvania Ave.,Washington,DC,20006,1991,Office,Office,276842,214997,62,75,75.5,233.6,235.4,1837,8.5,4841.8,4669071,1888.290616,,,Whole Building,Whole Building,38.90076372,-77.04189977
PM01331555,0248_0812,1331555,Hamilton Crowne Plaza Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1001 14TH ST NW,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,2,1001 14th St. N.W.,Washington,DC,20005,1921,Hotel,Hotel,146425,222000,52,90.1,91.2,210.6,211.7,1821.2,8.2,13656.7,3610479,76894.80476,,,Whole Building,,38.90292735,-77.03158979
PM01334631,0675_0841,1334631,DC First Street Corporation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0810 1ST ST NE,DC FIRST STREET CORPORATION,6,810 First Street NE,Washington,DC,20002,1987,Office,Office,202576,232126,88,50.3,50.3,157.9,157.9,1338.2,5.8,6335.7,3420111,,,,Whole Building,Whole Building,38.90061293,-77.00702797
PM01337470,0221_0809,1337470,DC1-701 730 15th St / 1601 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0730 15TH ST NW,GRANITE LLC,2,730 15th Street / 1601 Pennsylvania Avenue,Washington,DC,20005,1903,Financial Office,Financial Office,79750,143779,71,64.1,64.5,176.8,176,953.1,6.6,1529.1,2208652,16733.09164,,,Whole Building,Whole Building,38.89944906,-77.03406726
PM01341848,0489_0021,1341848,Liberty Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0450 5TH ST NW,JUDICIARY PLAZA LLC,2,450 5th Street NW,Washington,DC,20001,1982,Office,Office,437277,543682,83,57.8,57.8,181.4,181.4,3602.9,6.6,7447.2,9207724,,,,Whole Building,Whole Building,38.89561559,-77.01930057
PM01342182,0574_0025,1342182,101 Constitution,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,101 CONSTITUTION AVE NW,UNITED BROTHERHD CRPT JNR AM NATL H S FD,6,101 Constitution Avenue NW,Washington,DC,20001,2002,Office,Office,561068,527366,80,69.7,69.7,219,219,4218.1,8,13454,10780000,,,,Whole Building,Whole Building,38.89279296,-77.01306886
PM01345607,0622_0089,1345607,800 N CAPITOL,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,800 NORTH CAPITOL ST NW,WEH CAPTIOL LLC,6,800 N CAPITOL STREET NW,Washington,DC,20004,1989,Office,Office,417455,336820,91,51.6,50.7,162,159.3,1992.2,5.9,8078.5,5092007,,,,Whole Building,Whole Building,38.9005122,-77.00973054
PM01346869,0286_0819; 0286_0818,1346869,1201& 1225 New York Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1225 NEW YORK AV NW,1201-1225 NEW YORK AVE SPE LLC,2,1201 New York Avenue NW,Washington,DC,20005,1988,Office,Office,143753,510400,91,46.8,46.8,137.4,137.4,2595.1,5.1,5026,6316728,22908.54087,24219,,Whole Building,Whole Building,38.90102088,-77.02854869
PM01347006,0248_0075,1347006,Franklin Court,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1330 L ST NW,FRANKLIN COURT INC,2,1099 14th Street NW,Washington,DC,20005,1991,Office,Office,653028,538084,92,42.3,42.2,131.9,131.9,2595.5,4.8,7088.5,6607446,1900.070015,,,Whole Building,Whole Building,38.90342407,-77.03123239
PM01347061,0387_0868,1347061,950 L'Enfant Plaza,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0450 10TH ST SW,L'ENFANT COLONY LLC,6,950 L'Enfant Plaza SW,Washington,DC,20024,1969,Office,Office,276288,314276,82,70.4,71.4,183.2,183,2187.5,7,4783.8,4817015,56976.89563,,,Whole Building,Whole Building,38.8832663,-77.0254576
PM01347463,7340073,1347463,Congressional Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,422 First Street SE,Congressional Building,,422 First Street SE,Washington,DC,20007,1964,Office,Office,9171,9171,53,71.4,73.9,170.2,171.9,60.5,6.6,58.9,122525.6,2367.288534,,,Whole Building,Whole Building,38.88425524,-77.00556064
PM01348840,0677_0146,1348840,750 First Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,750 1ST ST NE,APA 750 LLC,6,750 First Street NE,Washington,DC,20002,1991,Office,Office,394400,394188,88,57.3,57.3,180.1,180.1,2592.2,6.6,4557.5,6624725,,,,Whole Building,Whole Building,38.8998489,-77.00748706
PM01349227,0181_0874; 0181_0873,1349227,Resources for the Future Inc./Resources and Conservation Center LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1616 P ST NW,PAULETTE J SENGERNI,2,1616 P Street NW,Washington,DC,20036,1959,Office,Office,89592,273886,82,64.3,64.3,201.8,201.8,5276.8,19.3,5403.7,5159890,,,,Whole Building,Whole Building,38.90907529,-77.03707464
PM01356732,0247_0092,1356732,1101 14th street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1101 14TH ST NW,AZURE 14TH STREET CORPORATION,2,1101 14th St NW,Washington,DC,20005,1981,Office,Office,155374,119962.9,89,47.9,47.3,150.1,148.2,658,5.5,4679.8,1679133,174.6749917,,,Whole Building,Whole Building,38.90400249,-77.03159119
PM01356874,0216_0033,1356874,1015 15th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1015 15TH ST NW,1015 15TH STREET INC,2,1015 15th Street NW,Washington,DC,20005,1979,Office,Office,252721,193006,76,67.2,67.2,208.8,208.8,1475.1,7.6,4118.3,3741187,2122.056537,,,Whole Building,Whole Building,38.90308514,-77.03413181
PM01356880,0126_0830,1356880,Barr Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0910 17TH ST NW,BARR BUILDING LLC,2,910 17th Street NW,Washington,DC,20006,1927,Office,Office,115104,111980,76,62.5,61.9,187.2,185,772.6,6.9,1807.3,1908484,4868.113289,,,Whole Building,Whole Building,38.90188856,-77.03974526
PM01357840,0630_0071,1357840,Hall of the States,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0400 NORTH CAPITOL ST NW,T-C HALL OF STATES OWNER LLC,6,400/444 North Capitol Street NW,Washington,DC,20001,1975,Office,Office,961282,606193,74,72.3,72.3,227.1,227.1,5027.8,8.3,10792.7,12849510,,,,Whole Building,,38.89582982,-77.00960061
PM01368706,0118_0818,1368706,1901 Pennsylvania Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1901 PENNSYLVANIA AVE NW,WASHREIT 1901 PENNSYLVANIA AVE TRUSTEE LLC,2,1901 Pennsylvania Ave,Washington,DC,20006,1959,Office,Office,113200,109909,92,50.6,51.6,134.8,135.1,559.6,5.1,1759.9,1259093,12599.36029,,,Whole Building,Whole Building,38.90068906,-77.04379751
PM01369166,0159_0090,1369166,AMERICAN SOCIETY FOR MICROBIOLOGY,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1750-1752 N ST,AMERICAN SOCIETY FOR MICROBIOLOGY,2,1752 N STREET N.W.,Washington,DC,20036,1979,Office,Office,94580,94580,83,48.6,48.2,152.5,151.5,526.8,5.6,771.7,1346359,,,,Whole Building,Whole Building,38.9071674,-77.0404826
PM01373989,0073_0084,1373989,2121 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2115-2121 K ST NW,2121 K LLC,2,2121 K Street NW,Washington,DC,20037,1981,Office,Office,235248,193537,79,58.8,58.2,184.5,182.8,1304.3,6.7,3575.3,3333262,,,,Whole Building,Whole Building,38.90287198,-77.0472405
PM01378102,0405_0026,1378102,799 9th street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,0799 9TH ST NW,BOP 799 9TH LLC,2,799 9th street N.W.,Washington,DC,20001,2001,Office,Office,215686,211544.9,70,66.7,66.7,190,190,5553.1,26.3,4647.6,3557450,19797.63631,,,Whole Building,Whole Building,38.89964905,-77.0232935
PM01380075,0076_0088,1380075,2033 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,2033 - 2041 K ST NW,2033 K LP,2,2033 K Street N.W.,Washington,DC,20006,1975,Office,Office,128767,132859.1,78,69.7,69.3,219,217.6,1062.6,8,2526.2,2715673,,,,Whole Building,Whole Building,38.90317331,-77.04634227
PM05939554,3894_0826,5939554,Caroll Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1150 VARNUM ST NE,PROVIDENCE HOSPITAL,5,725 Buchanan Street NE,Washington,DC,20017,1956,Outpatient Rehabilitation/Physical Therapy,Outpatient Rehabilitation/Physical Therapy,627221,169000,,54.4,54.4,159.8,159.9,999.6,5.9,8810.6,2434800,8820.00018,,,,,38.9437638,-76.9915731
PM01384590,0345_0041,1384590,Washington Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2,1001 G Street NW,Washington,DC,20001,1989,Office,Office,562746,366575.6,85,61.4,61.4,192.7,192.7,2579.3,7,78.1,6591819,,,,Whole Building,Whole Building,38.89871901,-77.02648772
PM01389067,0254_0839; 0254_7003,1389067,National Place,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1331 NW,NATIONAL PLACE LAND COMPANY LLC,2,1331 Pennsylvania Ave. NW,Washington,DC,20004,1984,Office,Office,56415,594284.4,88,53.5,53.3,168.1,167.4,3648.1,6.1,10299,9323248,,,,Whole Building,Whole Building,38.8963588,-77.0308386
PM01391419,0675_0855,1391419,899 North Capitol Street (Union Square),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,899 NORTH CAPITOL ST NE,UNION SQUARE 825 PROPERTY LP,6,899 North Capitol Street,Washington,DC,20002,1973,Office,Office,318096,314317,79,55.9,55.9,175.2,175.2,2011.6,6.4,4436.4,5133158,569.6292862,,,Whole Building,Whole Building,38.90110153,-77.00845004
PM01396919,0107_0077,1396919,1875 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1845 K ST NW,CP 1875 K STREET LLC,2,1875 K Street NW,Washington,DC,20006,2002,Office,Office,267097,208952,77,62.4,62.4,196,196,1496.1,7.2,2451.8,3823531,,,,Whole Building,Whole Building,38.90304426,-77.04304611
PM01396921,0224_0824,1396921,Hamilton Square,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1401 F ST NW,FSP HAMILTON SQUARE LLC,2,600 14th Street NW,Washington,DC,20005,1929,Office,Office,269472,343755,76,60.5,60.5,189.9,189.9,2384,6.9,11554.7,6092837,,,,Whole Building,,38.89769429,-77.03227603
PM01397164,0218_0077,1397164,Franklin Tower,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1401 I ST NW,1401 EYE HOLDINGS LLC,2,1401 I St NW,Washington,DC,20005,1991,Office,Office,315944,237258,73,64.7,64.7,203.3,203.3,1761.3,7.4,3505.5,4501240,,,,Whole Building,Whole Building,38.90167406,-77.03242402
PM01397627,0250_0841,1397627,The Associations,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1307 NEW YORK AV,AMERICAN ASSOC OF STATE COLLEGES AND UNIVERSITIES,2,1307 New York Ave,Washington,DC,20005,1997,Office,Office,144144,131330,82,53,52.6,166.4,165.2,798.2,6.1,2546.2,2039906,,,,Whole Building,Whole Building,38.90054206,-77.03041573
PM01398167,0322_0020,1398167,1111 Penn,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1111 PENNSYLVANIA AV NW,PRESIDENTIAL BUILDING LLC,2,1111 Pennsylvania Ave NW,Washington,DC,20004,1967,Office,Office,511817,366128,68,81,80.5,254.2,252.7,3399.6,9.3,10967.8,8688133,,,,Whole Building,Whole Building,38.89572976,-77.02727831
PM01401399,0199_0832,1401399,1500 K Street - The Southern Railway Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1500 K ST NW,1500 K STREET LLC,2,1500 K Street NW,Washington,DC,20005,1928,Office,Office,294234,293248,76,74,74,232.3,232.3,2488,8.5,11570.5,6358559,,,,Whole Building,Whole Building,38.90219699,-77.03486999
PM01404504,0712_0111,1404504,One NoMa Station,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,131 M ST NE,UNION STATION ASSOCIATES LTD,6,131 M St. N.E.,Washington,DC,20002,1937,Office,Office,442412,436178,85,57.8,56.7,179,175.1,2859.7,6.6,4358.9,7236418,5312.266424,,,Whole Building,Whole Building,38.90517082,-77.00480135
PM01406610,0168_0823,1406610,1750 Pennsylvania Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2016,In Compliance,1750 PENNSYLVANIA AV NW,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),2,1750 Pennsylvania Ave,Washington,DC,20036,1964,Office,Office,440029,297909,81,85.9,88.1,204.1,206.4,2359,7.9,7272.2,4757346,93661.1959,,,Whole Building,Whole Building,38.89905363,-77.04076308
